line_id,invoice_id,product_id,description,quantity,unit_price,discount_pct,line_total
6c9a412b-99d7-44c5-9dd9-b3c7b2325ce6,8a7b7973-0c46-499f-9a2d-53e4d15fd977,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- November 2022,1,1199.0,0.0,1199.0
924a6585-3cdb-4e50-bd22-2dcceb3fcf49,021ecaed-ab25-41e2-849f-f220133aa7b5,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- December 2022,1,1199.0,0.0,1199.0
2cbc0a2d-c037-450a-b2f0-83bd9252534b,9054cb63-145c-466e-865e-bbdfcf928067,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- January 2023,1,1199.0,0.0,1199.0
b0d652c0-6bf3-46c1-ba43-d860ca4ac86c,3095824d-788f-405e-8f2f-3a2968714053,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- February 2023,1,1199.0,0.0,1199.0
5a2eae12-f3c1-43b7-a384-e093ebb7f6a4,1121eb0a-70f9-4cc7-82e0-d09956d51a9f,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- March 2023,1,1199.0,0.0,1199.0
274717b7-959b-417d-92d5-a9522c7f9969,4ddd8084-69c5-4580-9049-1d4649ea71aa,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- April 2023,1,1199.0,0.0,1199.0
d3cd53df-b6ab-42df-ae68-a0a491efdeed,78f6cbef-0ec3-478d-959c-9df32fed50ed,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- May 2023,1,1199.0,0.0,1199.0
8dbb899d-a151-40ba-bc65-b6cd382a1bbe,3c237489-6cf6-4742-ba25-9f69a8585dfd,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- June 2023,1,1199.0,0.0,1199.0
1155f291-a1c0-440c-b86e-144eae69e9bb,61357447-e15b-40df-b856-c3137f99c82f,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- July 2023,1,1199.0,0.0,1199.0
3369d57b-3c2b-4550-adf6-11f503c9baf6,833118de-80dd-4b48-bc32-91b9d7efc682,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- August 2023,1,1199.0,0.0,1199.0
48f9cd3e-7704-41c6-88cb-5fa25b142145,3123aab2-d9e7-400f-95e3-33edeb121fae,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- September 2023,1,1199.0,0.0,1199.0
66f7d1bb-15ee-4abb-a214-f1fe43ad1c7b,d151c16a-bd02-492d-8814-8396c92b90d2,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- October 2023,1,1199.0,0.0,1199.0
fe76d2ed-59f1-4393-92a2-dac14beb582a,346a64a8-4822-44cc-a58f-2ca381ad6b97,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- November 2023,1,1199.0,0.0,1199.0
69a84f54-8b8c-42fa-a711-4c80b0d8e037,b918c53c-0e6f-42b2-89b7-6071cffe218a,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- December 2023,1,1199.0,0.0,1199.0
694bfb5b-a337-4da0-9160-fe226cced755,35449e6e-27c7-4ed4-8fea-6c8ac5cf83f3,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- January 2024,1,1199.0,0.0,1199.0
a3a3af40-f8b4-4a6e-bcb7-92156ea841df,7bce5a6d-039c-4683-a87e-a956ae415343,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- February 2024,1,1199.0,0.0,1199.0
406b53bc-86b4-4150-896d-9fc2539cf747,48d539a1-95de-47ad-a632-cdcd105cf421,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- March 2024,1,1199.0,0.0,1199.0
61dab54d-e49f-4f55-b444-a7bfff029160,d8e351d0-5f68-4fc8-ba49-9430fd86c5a0,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- April 2024,1,1199.0,0.0,1199.0
edd97a5c-d3f8-4983-b1be-f501e9707b94,c03a568a-a499-47e8-909e-f3eb1b229620,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- May 2024,1,1199.0,0.0,1199.0
8aa1c514-3526-44a0-a4ce-3acdee28bb6d,0a8785b3-dde4-40e0-87c4-653a15444435,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- June 2024,1,1199.0,0.0,1199.0
ffd831bf-1bba-4e90-9ada-d7620ff9c08c,17efbc04-de8f-4a1c-af08-d8aa890942ab,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- July 2024,1,1199.0,0.0,1199.0
80be0a6c-9016-40e5-bae0-5333418b8c92,927c57b0-3b5f-4a8f-a3a1-9eb85b568518,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- August 2024,1,1199.0,0.0,1199.0
22d40ae3-bdfb-4b3f-ad0e-762799926a4e,8fb69278-600f-43b2-8f3a-b49d1dce26f5,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- September 2024,1,1199.0,0.0,1199.0
89f36be2-c5ad-4430-bef3-c0e391c1b0fa,ed29b7f5-c340-4b48-92d5-f7b60ea885b4,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- October 2024,1,1199.0,0.0,1199.0
212340aa-dc80-422c-abbc-0d51d1eeb94a,9e9322a3-7ee1-4e07-bb1c-6ae45672482b,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- November 2024,1,1199.0,0.0,1199.0
fab79edb-f987-4fe8-b38f-dd643f9c359a,5a8cdddd-2fa1-4488-8471-0cd18747e217,58c8fb57-4bff-422d-9b08-8e3f27d2d550,Business -- December 2024,1,1199.0,0.0,1199.0
62d9da44-4dfd-468a-ac06-d72078e998ba,82528bce-c9dd-4485-810d-7aa7430ede21,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- August 2021,1,585.49,0.0,585.49
8ad0e293-5dfb-46e1-91d4-d6614c278cc4,e55202c6-cc21-4383-8be4-d04c8c2d5f07,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- September 2021,1,585.49,0.0,585.49
c4a4b859-5de0-4b70-b7d9-8b170da3dd99,a723ba33-57bb-42cb-bfd5-4b1c0162f6b2,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- October 2021,1,585.49,0.0,585.49
4b97a8d7-0438-431f-942b-06ffbc1618a9,114fd6a2-4696-49df-aa29-4856ee4a6467,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- November 2021,1,585.49,0.0,585.49
2c14e324-7d91-4405-b28f-4f900f499a2a,0133d541-44cd-4069-a639-126bf2dc3262,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- December 2021,1,585.49,0.0,585.49
393784a6-4a8c-4345-88e8-c748948d6c31,b60a5d86-0780-4e09-b8bc-17122e9f33b0,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- January 2022,1,585.49,0.0,585.49
93b6e1fe-63e8-4496-8c78-810b7664ae88,38dea57b-5bd5-40fe-828c-83d851220f38,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- February 2022,1,585.49,0.0,585.49
7cd07113-5f6d-4c8e-8245-dacb54ed7d7c,84007125-bfc5-444b-ac8b-f9111b681b07,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- March 2022,1,585.49,0.0,585.49
acf495b0-d4bc-488f-8de3-ed678732e2f5,a5f1dc78-daae-4adb-b62e-1e2e92ac69f9,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- April 2022,1,585.49,0.0,585.49
c1fa2455-48b1-48c2-8600-5ade4d3bbf80,9dbdac1c-ad34-4528-b383-4eec58e92479,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- May 2022,1,585.49,0.0,585.49
f6010d8b-d056-4ddc-92e3-2cd8841ec801,204de2fe-f694-4dc0-9ff5-eaeecce26be7,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- June 2022,1,585.49,0.0,585.49
50b88811-9d29-4fed-aaf6-a1de6e492ac3,ada54f0d-6ce4-4b04-a46e-b0a46fa869b0,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- July 2022,1,585.49,0.0,585.49
bf0278c0-2634-4e2d-94d0-a92f2024c962,ad83457d-3ba8-4221-9a06-f6c5ab3017d5,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- August 2022,1,585.49,0.0,585.49
013d1e33-6229-4265-a539-333f573884a6,fac22c6b-cd28-4ce8-a739-c0218243ac96,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- September 2022,1,585.49,0.0,585.49
b9db4aa0-ddc4-4e12-9b85-18b0bc99d446,62a54849-5e0a-46f9-9bd6-d930fa77840f,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- October 2022,1,585.49,0.0,585.49
e815298f-0543-4bf7-b78e-7490742b628e,a4cf1fd8-fe27-4470-80b0-99d387590882,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- November 2022,1,585.49,0.0,585.49
128e2840-819e-4cea-bd0c-4e9e18f20e20,96de74b8-d70c-4085-8ab4-72b298438beb,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- December 2022,1,585.49,0.0,585.49
9685ea35-6d3d-407a-bff6-879b69922151,7240a3bf-8a65-4666-8f1b-3a86664d771a,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- January 2023,1,585.49,0.0,585.49
12cc61a0-0523-43c3-91bc-143b0bd5531d,855d21e5-a31d-4d74-be59-7518a0fbc25e,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- February 2023,1,585.49,0.0,585.49
4ffae132-f466-4603-a5e5-f97a8360d465,aefca018-4b83-4715-8c30-f68c88a29306,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- March 2023,1,585.49,0.0,585.49
0bd319f8-f145-4452-b55e-3c900090b73c,64267c38-ce06-471d-a832-89cd60a34fe1,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- April 2023,1,585.49,0.0,585.49
11820291-61d6-46c1-9f9c-ddc63f8bc350,14dcd88d-feaa-44fe-9c97-cbab268df59a,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- May 2023,1,585.49,0.0,585.49
592493b8-7141-4a65-8617-1dd9d005979c,93a9543b-fb9d-4964-9228-2d3b1b3ad194,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- June 2023,1,585.49,0.0,585.49
4217782d-948c-4df2-966a-5e236551d700,be95e690-ea21-438b-9112-c9a9d1ed6618,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- July 2023,1,585.49,0.0,585.49
59655485-556b-48c1-992b-a3fdaf6210b5,58a4ab2f-12aa-4924-b2d7-880a13e452a5,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- August 2023,1,585.49,0.0,585.49
fec187df-b8e8-4476-a3ed-57640034f478,45bad94f-f899-413d-90f8-aa1cc74cd3a2,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- September 2023,1,585.49,0.0,585.49
1faf052a-2567-4fb9-bc37-f4bc55314a87,83dcb03a-82d7-42ec-8061-b0cf47c6e1a3,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- October 2023,1,585.49,0.0,585.49
8c5901e5-7cec-4ae8-b105-8d161c687656,53b6b6bd-a344-4071-a346-fbab3f792df3,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- November 2023,1,585.49,0.0,585.49
77aed97f-df79-4343-8a21-5b99a99a17d7,54372737-233e-414e-b947-61e93e00ad54,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- December 2023,1,585.49,0.0,585.49
4d781749-37fa-4c14-88ff-082a16b1f29d,d9e66dba-1734-40f2-a873-34e271c9dcc5,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- January 2024,1,585.49,0.0,585.49
aba95049-9581-4d2d-ac59-77850d515fb9,d10ad44e-561e-4561-9e65-9fc5c9f4c69f,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- February 2024,1,585.49,0.0,585.49
45fa0ba6-7a8d-4aa1-87ee-8928795c62b9,c1f42709-9a29-4916-a5a4-5f160010cbee,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- March 2024,1,585.49,0.0,585.49
67ef44b7-99d2-4ad3-bd34-a437b546af31,46eb3636-b100-4619-91b5-a833fb477a59,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- April 2024,1,585.49,0.0,585.49
4f61321b-a84b-4ef8-9808-f4eaa70b1b31,4c72c073-9422-4a6d-bb55-c7b2e6e0705e,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- May 2024,1,585.49,0.0,585.49
aa5b87d9-617e-42dc-9427-bd111e186fe6,c5def187-828f-412e-8f08-b80598fc1cf1,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- June 2024,1,585.49,0.0,585.49
a67f411a-ea43-4fdd-ab13-24c9992989df,5c94f06d-796a-458e-888a-a1178eb2a3bd,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- July 2024,1,585.49,0.0,585.49
3a2e06a6-7cf0-42dc-ad74-50016613c0f2,680cfd00-fdc2-4002-bddf-12b24b4235d0,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- August 2024,1,585.49,0.0,585.49
e23fbaaa-6f69-4100-8db6-08037957dd27,6563ae70-5e81-4f93-8eb7-2234aff986ad,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- September 2024,1,585.49,0.0,585.49
42e68ea4-0dae-4a06-acb0-9dda6c26eddf,aa0c68b5-6893-4d07-a51f-2f073f494845,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- October 2024,1,585.49,0.0,585.49
c7a7d5ac-a758-43ab-ba48-5133b1ce4a5d,cd713882-4202-455f-b934-09cbd55c9f8c,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- November 2024,1,585.49,0.0,585.49
970317d9-39ee-4888-91b6-e80851d64ceb,ff19889e-6c0f-4386-84a1-64e291edf846,9f3d57a1-d96e-4856-ae46-be466aa84503,Pro -- December 2024,1,585.49,0.0,585.49
846f9cf5-61db-4b47-87b1-4c9b4176dcb6,18bcac99-6475-4c5c-9660-af4d7bc80561,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- February 2021,1,299.0,0.0,299.0
6c52b9be-52d8-4704-b228-f4f7c0dfc7d3,aec1d666-e0ec-4693-acb2-b93d44bb57a8,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- March 2021,1,299.0,0.0,299.0
1ce1990c-55cc-445d-a314-496c7b36291c,a5f6fc27-c036-4dbc-92a3-bd7757f1ea21,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- April 2021,1,299.0,0.0,299.0
45e670b7-0b24-4f98-bbc0-b5b6ab402a77,31145789-a787-4ae3-8864-752159cadde4,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- May 2021,1,299.0,0.0,299.0
6ccd6a33-8142-418b-9183-866fd13a1719,2e058164-de6d-46f3-91be-53701b3335f3,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- June 2021,1,299.0,0.0,299.0
f5296bbf-23f9-4a51-b473-526ece90be48,4b1b2051-599c-4585-bea5-a034ca809dc1,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- July 2021,1,299.0,0.0,299.0
8bc42fc0-c4c1-44a0-9958-f9aef72b137b,71a87cf7-4165-4a37-b894-8ae13dc54d7e,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- August 2021,1,299.0,0.0,299.0
7f9afada-55f1-4bb6-a488-2f10bd2bb29b,885b5af2-261e-49d3-b467-bb608e90f12e,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- September 2021,1,299.0,0.0,299.0
ac8d60cc-bb9d-493f-8c87-102586a276f6,f3fe4022-4276-4b10-8a7c-3b523b7b29e3,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- October 2021,1,299.0,0.0,299.0
baf529a9-7de6-49a5-b70d-9a2ae14aae44,1cd02684-5299-41e3-9fbf-92e66b6bf307,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- November 2021,1,299.0,0.0,299.0
e1ccb64c-c5f0-48d8-8826-13d999c25ba0,00a23c26-1f5e-43c2-a74f-e082785f4d48,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- December 2021,1,299.0,0.0,299.0
5c89c13e-896c-48a8-8b11-0eaa9e75500a,8cd1ac5a-c0d8-4481-8f15-62a30114860f,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- January 2022,1,299.0,0.0,299.0
1362908e-5370-4087-8e32-d33046d5e46e,2d593d59-4cfb-4fe7-a742-dcd5f531be97,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- February 2022,1,299.0,0.0,299.0
1708bf44-d603-4319-9a93-6ff1551ac6fa,643fdba2-6586-4047-b3ec-1794f1a12b0c,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- March 2022,1,299.0,0.0,299.0
f26e3619-8161-4845-a807-37156d8274d4,5db8cb41-c6e1-402c-950d-f87c5f23478f,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- April 2022,1,299.0,0.0,299.0
b51852a1-11e7-4c14-9849-12e52ac22687,83998da2-bd09-49bc-8076-43a1a0a84808,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- May 2022,1,299.0,0.0,299.0
633ca311-b01c-4880-b46f-ea59b4c3d203,f7e227a7-935e-41e6-bf7d-373b48c0a036,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- June 2022,1,299.0,0.0,299.0
ffea2694-fc1a-4f0c-9a05-077b4a570eeb,424dbc87-fd98-4b42-901c-2e07c8a38ca3,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- July 2022,1,299.0,0.0,299.0
f3699c6f-1968-467f-b162-ce4cca28a723,25f9de23-a8bc-4ec4-a257-461a849b88ef,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- August 2022,1,299.0,0.0,299.0
cbdfac86-802e-4fd9-9308-592278720af8,7d2278d6-4c11-46e8-bf74-937811dd4071,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- September 2022,1,299.0,0.0,299.0
ab6465c4-1831-4577-bfd3-dff0f8859ef4,ae7ceeb7-ea68-487e-8f75-6347ee364d69,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- October 2022,1,299.0,0.0,299.0
68eb8fbf-5f03-43af-944d-1d0e77358854,0a00cae7-b97d-4c99-83ba-dceb098c969b,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- November 2022,1,299.0,0.0,299.0
40a651b1-3bb1-4f6b-a7fa-54e4242341f8,9296e3be-e463-4b1a-a1e4-a6c3cf57a9bd,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- December 2022,1,299.0,0.0,299.0
33d91060-9239-4006-b7f1-7ddff50a75bf,137e36fa-6789-4d59-94e4-c8e92e7f96fc,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- January 2023,1,299.0,0.0,299.0
6ee5c3e7-e963-4532-bc34-053b66f03bcc,c0b518bf-0a82-4fe6-bf8c-44b3a7cda19c,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- February 2023,1,299.0,0.0,299.0
d4355986-f962-4970-a5d2-5eec9e546d27,10df2dc6-bc9b-41f4-a4ad-a491ef605118,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- March 2023,1,299.0,0.0,299.0
d0a6a637-8d08-4421-801a-0c9208c9f66d,9ce8591a-cac0-44ff-9f98-02e68495ba70,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- April 2023,1,299.0,0.0,299.0
6e822b0d-d2db-44a6-8e54-eacd380e0091,e91a8475-c891-4a3e-b42d-14651bf8cd60,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- May 2023,1,299.0,0.0,299.0
5cc3cbef-260a-4a30-950a-22f1c43b2d9e,f3c50b73-6c0e-4242-b015-a3176d3b3cfe,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- June 2023,1,299.0,0.0,299.0
4cb3e263-11bf-4e19-baf3-5310e0f60406,5eca3de3-3aff-43c8-a971-91e4d641b46b,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- July 2023,1,299.0,0.0,299.0
f4375cd2-a706-4a43-92e0-90d892b41429,e342ffbc-59c1-43d1-9541-8ab6fda1cca3,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- August 2023,1,299.0,0.0,299.0
ce044b35-c783-4bc5-ad88-5d25dbafb232,1659db58-b367-4db5-9f0a-9a7c6cbfbb36,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- September 2023,1,299.0,0.0,299.0
32e71acb-0318-493b-a0d3-24a3fbc285dc,f7666637-5ae7-44f9-8dbc-fc9756c406e3,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- October 2023,1,299.0,0.0,299.0
cec7ad0e-f324-4116-9080-d11a19546c20,8e861c7e-b85c-44ec-b058-b3dde9cac948,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- November 2023,1,299.0,0.0,299.0
44c93056-dc86-4171-b25b-7d85f4c478c7,9bbe2217-c50e-461a-ba26-3c69399e85f0,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- December 2023,1,299.0,0.0,299.0
d6ce49a0-2834-474b-aa5d-6a2aa89f7455,628083a3-dfc6-4b2b-9857-7d6a53a1690e,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- January 2024,1,299.0,0.0,299.0
408e14e1-7a6c-44d4-a5dd-6a20e04d41a6,1c099cf6-347a-4c0f-9be6-7a574c7c10ad,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- February 2024,1,299.0,0.0,299.0
eeffa169-4f6f-4cc4-8937-55ef7773c64c,84c0e5a0-a466-43c4-a180-bc1fda57a576,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- March 2024,1,299.0,0.0,299.0
bef8e416-0c40-448d-bbab-e5ae221ed64c,b558b296-2280-46d5-bde7-8f1a58c9978a,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- April 2024,1,299.0,0.0,299.0
12140ab5-9801-4cc3-a558-3498d2f51da1,afa0e992-55b1-43c1-9249-831bb911b72f,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- May 2024,1,299.0,0.0,299.0
129aef4b-a84b-4fcf-bb58-6d7f2a71fc88,101b3bda-5087-41ee-96c5-149d13c5a602,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- June 2024,1,299.0,0.0,299.0
c3bbe846-5431-4210-a4a9-fe529d4fd5a3,a2127ad7-9eba-4411-9359-be6ea41a2284,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- July 2024,1,299.0,0.0,299.0
43f7f123-5726-41fb-a6bf-2bf35474a224,671b3504-efd5-4368-90c5-88a73cea32db,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- August 2024,1,299.0,0.0,299.0
50f83e16-570d-454c-a7ee-09f2d905b004,00572c7d-cde4-438a-8710-a09308d0c114,bf16ac86-1f74-4c16-9753-ce0f595f2600,Growth -- September 2024,1,299.0,0.0,299.0
