bill_id,vendor_id,expense_account_id,bill_date,due_date,amount,status,description,currency,created_at
687bd5ca-d6a2-49fc-97ae-3ad91dd7522c,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2022-11-07,2022-12-07,9510.76,Paid,Amazon Web Services -- November 2022,USD,2022-11-07
18a3cf76-839c-4417-b12c-bd686604343e,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2022-12-03,2023-01-02,4870.65,Open,Amazon Web Services -- December 2022,USD,2022-12-03
e0379435-6d02-49dc-9f21-fd40739e2e72,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-01-05,2023-02-04,4591.31,Paid,Amazon Web Services -- January 2023,USD,2023-01-05
98ac0d29-a1e9-4e6b-a709-6dd8ff30aa43,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-02-07,2023-03-09,7367.85,Paid,Amazon Web Services -- February 2023,USD,2023-02-07
267451f3-0f9a-4243-8299-d94002109af3,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-03-03,2023-04-02,10269.79,Paid,AMAZON WEB SERVICES -- MARCH 2023,USD,2023-03-03
1bd23bb8-0ac3-4f7f-9102-38ea99c9e768,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-04-03,2023-05-03,8357.7,Paid,Amazon Web Services -- April 2023,USD,2023-04-03
dd10a182-e5bc-4053-ac36-b42fa2e053ea,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-05-04,2023-06-03,9009.82,Paid,AMAZON WEB SERVICES -- MAY 2023,USD,2023-05-04
3ee1467d-9360-4f87-a24f-0dac5b709cc4,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-06-04,2023-07-04,9840.24,Paid,Amazon Web Services -- June 2023,USD,2023-06-04
69b416ed-c157-442b-b7b0-e36bc690f4c4,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-07-02,2023-08-01,8468.29,Paid,Amazon Web Services -- July 2023,USD,2023-07-02
a1ff5e7c-32cf-4fd7-aff7-a7391f762f29,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-08-06,2023-09-05,9333.66,Paid,Amazon Web Services -- August 2023,USD,2023-08-06
4ef96294-b932-44dd-850f-8ebd7ddd7d50,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-09-03,2023-10-03,8189.97,Paid,Amazon Web Services -- September 2023,USD,2023-09-03
d2632dff-e85e-4141-ae9b-f944440f023e,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-10-02,2023-11-01,7432.38,Open,Amazon Web Services -- October 2023,USD,2023-10-02
7a27783d-4454-425c-8699-3640235bcc9b,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-11-05,2023-12-05,7382.96,Paid,Amazon Web Services -- November 2023,USD,2023-11-05
25168466-07e0-4eb8-a392-e9b367f5f879,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2023-12-03,2024-01-02,8732.68,Paid,Amazon Web Services -- December 2023,USD,2023-12-03
2ef09569-decb-42ae-bd54-01b83739229f,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-01-05,2024-02-04,8565.1,Paid,Amazon Web Services -- January 2024,USD,2024-01-05
53329637-6f17-4b65-a7e0-1a86f818f056,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-02-03,2024-03-04,5678.92,Paid,Amazon Web Services -- February 2024,USD,2024-02-03
d7c40286-9141-4291-a2c9-93d474da4dd1,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-03-04,2024-04-03,6636.36,Paid ,Amazon Web Services -- March 2024,USD,2024-03-04
660c46ec-9af6-4c55-9216-7585fcc04cf6,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-04-02,2024-05-02,6461.81,Paid,Amazon Web Services -- April 2024,USD,2024-04-02
c54152bb-3022-4e0d-9144-22717cf5b4d0,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-05-04,2024-06-03,5989.76,Paid,Amazon Web Services -- May 2024,USD,2024-05-04
0c2bdb27-14f7-4ca7-bd92-183fbc82ce3e,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-06-03,2024-07-03,7773.85,Paid,Amazon Web Services -- June 2024,USD,2024-06-03
9009c88b-29b7-460d-a51e-d8e97955264e,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-07-03,2024-08-02,8556.37,Open,Amazon Web Services -- July 2024,USD,2024-07-03
977cff47-3ed9-4a27-b7ec-97faeeed02e1,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-08-04,2024-09-03,11323.84,Paid,Amazon Web Services -- August 2024,USD,2024-08-04
dec25975-0659-48cd-aa46-09d13d0e4dff,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-09-04,2024-10-04,9949.88,Paid,Amazon Web Services -- September 2024,USD,2024-09-04
a34dba12-36d8-47e1-a1e1-d249c54736ec,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-10-07,2024-11-06,11272.89,Paid,Amazon Web Services -- October 2024,USD,2024-10-07
f22e3657-f510-4bb3-9b5e-cf1471b2edee,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-11-05,2024-12-05,14455.94,Paid,Amazon Web Services -- November 2024,USD,2024-11-05
53ba30e1-42c8-4a09-998a-3d46523437b0,98e34843-f453-4b8e-8443-422f4eccd778,65c70ecf-6e4c-4d6b-94ef-fe45ea0d16e3,2024-12-04,2025-01-03,9928.56,Paid,Amazon Web Services -- December 2024,USD,2024-12-04
f4791b3c-b645-4bca-8575-38607dc7e81f,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-01-04,2021-01-19,208.91,Paid,Stripe -- January 2021,USD,2021-01-04
b9adaaa0-2647-45a4-8b9a-dab540b71f60,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-02-02,2021-02-17,206.85,Paid,Stripe -- February 2021,USD,2021-02-02
f0a8cbbe-e27c-4fe9-99cf-100dd16e1f58,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-03-06,2021-03-21,404.96,Paid,Stripe -- March 2021,USD,2021-03-06
0645a14b-766a-45af-84f8-43fb7afa98dc,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-04-03,2021-04-18,337.74,Paid,STRIPE -- APRIL 2021,USD,2021-04-03
13da70d5-7326-440a-9f38-afa4795b574c,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-05-06,2021-05-21,288.59,Paid,Stripe -- May 2021,USD,2021-05-06
fbe07e41-42cc-45c2-8637-ad8da4c7d72e,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-06-05,2021-06-20,352.72,Paid,Stripe -- June 2021,USD,2021-06-05
124d5165-f7cf-47f3-a2cc-f1f22e9bd592,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-07-07,2021-07-22,341.52,Paid,Stripe -- July 2021,USD,2021-07-07
cd7711b8-7101-4e2c-a33e-31b86e1a288a,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-08-05,2021-08-20,326.39,Paid,Stripe -- August 2021,USD,2021-08-05
90f2b9f7-d7e7-4581-a06c-070a6c089fbb,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-09-06,2021-09-21,350.75,Paid,Stripe -- September 2021,USD,2021-09-06
e8a7030b-a543-4e03-8f0f-0f6b7231519e,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-10-05,2021-10-20,384.39,Paid,Stripe -- October 2021,USD,2021-10-05
38374dd6-f73f-41bb-b6ce-4d7895d06e69,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-11-04,2021-11-19,370.88,Paid,Stripe -- November 2021,USD,2021-11-04
eea5d86e-4ed9-430b-9a76-ff4d38b25faf,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2021-12-06,2021-12-21,269.22,Paid,Stripe -- December 2021,USD,2021-12-06
9a83683e-b622-4221-af41-962226080b1b,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-01-04,2022-01-19,412.73,Paid,Stripe -- January 2022,USD,2022-01-04
a8a91e88-9957-4d11-b8d4-54b9be3f3fdc,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-02-04,2022-02-19,401.71,Open,Stripe -- February 2022,USD,2022-02-04
5d09d8de-c1d0-4e74-91cd-12bb7b76f8c0,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-03-03,2022-03-18,236.77,Paid,Stripe -- March 2022,USD,2022-03-03
edacdfaf-d659-4589-9053-409bbc1972ba,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-04-02,2022-04-17,297.32,Open,Stripe -- April 2022,USD,2022-04-02
0d564d65-e175-423b-8f71-d5ba6589b452,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-05-03,2022-05-18,276.66,Open,Stripe -- May 2022,USD,2022-05-03
6850764b-0289-4f3a-a54e-37873d28f5e6,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-06-05,2022-06-20,539.87,Paid,Stripe -- June 2022  ,USD,2022-06-05
5ef1c73f-7d04-4a05-909e-ee38df29e392,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-07-06,2022-07-21,270.44,Paid,Stripe -- July 2022,USD,2022-07-06
3e8146ca-84a6-4b36-a7df-a066d095db90,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-08-06,2022-08-21,369.24,Paid,STRIPE -- AUGUST 2022,USD,2022-08-06
29b1e4c3-8756-4950-9c6e-13cbaa1950ed,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-09-05,2022-09-20,378.48,Paid,Stripe -- September 2022,USD,2022-09-05
9f5685b5-83ea-4efa-989d-60b1d2ca5ba3,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-10-05,2022-10-20,681.05,Paid,Stripe -- October 2022,USD,2022-10-05
2b789a04-eb5a-4249-8863-bf05db8b02a9,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-11-02,2022-11-17,670.04,Paid,Stripe -- November 2022,USD,2022-11-02
4a11cb67-22fe-429e-8a6f-2a6097c8ba78,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2022-12-03,2022-12-18,706.2,Paid,Stripe -- December 2022,USD,2022-12-03
8e47271e-ca3e-4e95-9fc6-68526142c6e7,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-01-06,2023-01-21,614.59,Paid,Stripe -- January 2023,USD,2023-01-06
24f65b28-dd00-457b-88e9-1aa76b36aca5,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-02-06,2023-02-21,626.86,Open,Stripe -- February 2023,USD,2023-02-06
76f5633b-4aef-44ef-9f3e-903e6ef6a0cc,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-03-04,2023-03-19,298.75,Paid,Stripe -- March 2023,USD,2023-03-04
be952af1-5186-4a4c-80c4-2f82ec4fb06d,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-04-02,2023-04-17,539.53,Paid,Stripe -- April 2023,USD,2023-04-02
fc7885ca-c25f-4b74-a28a-23603551c138,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-05-02,2023-05-17,371.77,Paid,Stripe -- May 2023,USD,2023-05-02
435d26b6-3755-4785-bd17-bc2c6e29055b,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-06-06,2023-06-21,642.86,Open,Stripe -- June 2023,USD,2023-06-06
6d571721-5345-42d3-8d2c-f3feaaafabe6,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-07-04,2023-07-19,562.21,Paid,Stripe -- July 2023,USD,2023-07-04
78189549-4092-49db-9a51-f86309e683c9,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-08-02,2023-08-17,640.7,Paid,Stripe -- August 2023,USD,2023-08-02
2283c6e7-e115-4f13-9707-d9c70f40af0c,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-09-02,2023-09-17,600.55,Paid,Stripe -- September 2023,USD,2023-09-02
e12d15fb-3dff-4389-9d3e-0da40dc9be95,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-10-04,2023-10-19,674.93,Paid,Stripe -- October 2023,USD,2023-10-04
f7ae6636-bd07-4269-8209-d429221dc002,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-11-06,2023-11-21,942.92,Paid,Stripe -- November 2023,USD,2023-11-06
5abd14d1-adaa-4970-909a-1e2e7adb65e9,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2023-12-06,2023-12-21,759.74,Paid ,Stripe -- December 2023,USD,2023-12-06
b0d2e043-7b4a-4249-9cdc-c76b065e9241,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-01-03,2024-01-18,388.69,Paid,Stripe -- January 2024,USD,2024-01-03
1ad1a160-a7c6-4336-bcaf-e3d81ce5d6e8,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-02-06,2024-02-21,721.62,Paid,Stripe -- February 2024,USD,2024-02-06
88b5281f-f09a-40e9-a20a-62e0f09826f6,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-03-04,2024-03-19,476.92,Paid,Stripe -- March 2024,USD,2024-03-04
86c1e9fc-eeca-480b-b9d1-be99b14fc9e9,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-04-05,2024-04-20,843.51,Paid,Stripe -- April 2024,USD,2024-04-05
fbe7c483-2d8a-47f8-8771-176eed3ba0bd,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-05-05,2024-05-20,734.65,Paid,Stripe -- May 2024,USD,2024-05-05
cdc09f89-c326-4eb7-b9b3-2d09fac5cda7,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-06-02,2024-06-17,465.14,Paid,Stripe -- June 2024,USD,2024-06-02
a6ee5fa2-5371-4c27-92b4-0b2eddd5ae1d,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-07-02,2024-07-17,766.55,Paid,Stripe -- July 2024,USD,2024-07-02
b650f36d-48e1-4a80-a590-b4f0deb58f10,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-08-06,2024-08-21,585.85,Paid,Stripe -- August 2024,USD,2024-08-06
1f6fe1d7-0bb3-47be-b963-ce6749d29f90,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-09-06,2024-09-21,418.64,Paid,Stripe -- September 2024,USD,2024-09-06
ad5560c8-c310-47e7-8441-a5724bce6a8e,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-10-07,2024-10-22,634.25,Paid,Stripe -- October 2024,USD,2024-10-07
a4dbe64b-c54f-4e36-9a11-dc7817a677c6,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-11-06,2024-11-21,1139.18,Paid,Stripe -- November 2024,USD,2024-11-06
5780c0ef-a8bf-442d-9673-764e395d6b7b,a15d5331-ed38-47f5-9c20-db74465f3f32,fadc546e-dbc3-4576-86bb-d77f567884df,2024-12-04,2024-12-19,1100.82,Paid,Stripe -- December 2024,USD,2024-12-04
5c4ad4c1-3253-40b1-b96f-186a840c34cb,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-01-03,2021-02-02,688.8,Paid,Salesforce -- January 2021,USD,2021-01-03
a61c7260-6850-4ba8-8cdd-fcc8fefeb9ab,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-02-06,2021-03-08,697.2,Paid,Salesforce -- February 2021,USD,2021-02-06
a6b12849-75f0-46cb-ad32-54a034fb88fd,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-03-07,2021-04-06,756.0,Paid,Salesforce -- March 2021,USD,2021-03-07
ff6e94db-c05b-4753-a725-0fbf8382f40e,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-04-04,2021-05-04,756.0,Paid,Salesforce -- April 2021,USD,2021-04-04
ec06fa3d-2d2d-4be0-b6f7-86163f3e1eae,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-05-03,2021-06-02,789.6,Paid,Salesforce -- May 2021,USD,2021-05-03
176fed5b-4dfa-465d-9f62-78efc842152a,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-06-02,2021-07-02,798.0,Open,Salesforce -- June 2021,USD,2021-06-02
09ebe730-472d-4393-8395-48dda1b3276e,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-07-06,2021-08-05,823.2,Paid,Salesforce -- July 2021,USD,2021-07-06
3a8761dd-4f41-4dc5-9758-ec24839fbb99,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-08-07,2021-09-06,840.0,Paid,Salesforce -- August 2021,USD,2021-08-07
d57011b3-23d4-4897-9785-93011eeaf8a4,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-09-03,2021-10-03,873.6,Paid,SALESFORCE -- SEPTEMBER 2021,USD,2021-09-03
79279fa7-b8c3-498f-aa49-2292233360c8,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-10-07,2021-11-06,907.2,Paid,Salesforce -- October 2021,USD,2021-10-07
6ff4a210-3b17-4973-ae79-83019a5b749f,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-11-02,2021-12-02,974.4,Paid,Salesforce -- November 2021,USD,2021-11-02
e2a95354-7d57-43ed-a638-b50ea708b51c,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2021-12-02,2022-01-01,1075.2,Paid,Salesforce -- December 2021,USD,2021-12-02
f3f1d9ba-32b6-4239-9d0d-71094a43ee0e,d5fbdccf-6e6c-4c94-9799-3f64916f8363,7635c9d0-84f3-4302-8a39-2eff628acbc0,2022-01-03,2022-02-02,1000.4,Paid,Salesforce -- January 2022,USD,2022-01-03
