payroll_id,employee_id,department,pay_period_start,pay_period_end,gross_pay,tax_withheld,net_pay,payment_date,pay_type,created_at
ea3de6d8-c806-4249-a23e-7fefb5c835c5,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-05-01,2022-05-31,12925.0,2928.49,9996.51,2022-06-02,Salary,2022-05-31
328e941b-25bc-4325-abd0-8fe0cddf15a8,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-06-01,2022-06-30,12925.0,2928.49,9996.51,2022-07-02,Salary,2022-06-30
58f692e3-d65e-4d0a-8aa8-e014a4607f9b,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-07-01,2022-07-31,12925.0,2928.49,9996.51,2022-08-02,Salary,2022-07-31
1f8858f1-8ca1-4525-a768-906ecb335e66,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-08-01,2022-08-31,12925.0,2928.49,9996.51,2022-09-02,Salary,2022-08-31
3ca8aab4-bdae-4f09-9139-d6848763efe4,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-09-01,2022-09-30,12925.0,2928.49,9996.51,2022-10-02,Salary,2022-09-30
8d65a7e8-ce6e-4f95-9dd7-e1ead1883eae,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-10-01,2022-10-31,12925.0,2928.49,9996.51,2022-11-02,Salary,2022-10-31
7fe7f5c0-d530-4c96-8f9f-42469f2fa27a,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-11-01,2022-11-30,12925.0,2928.49,9996.51,2022-12-02,Salary,2022-11-30
d5bd3de4-b694-4452-907b-c3cca359330a,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-12-01,2022-12-31,12925.0,2928.49,9996.51,2023-01-02,Salary,2022-12-31
51d682fb-45e5-4ca9-bd7e-f751b42dfa77,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-01-01,2023-01-31,12925.0,2928.49,9996.51,2023-02-02,Salary,2023-01-31
5b45b08e-329e-41ce-b5e3-ae962bc9963a,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-02-01,2023-02-28,12925.0,2928.49,9996.51,2023-03-02,Salary,2023-02-28
0c47bf7f-75e0-403a-b171-f20a89a2f0ef,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-03-01,2023-03-31,12925.0,2928.49,9996.51,2023-04-02,Salary,2023-03-31
df21f0c2-b69a-4f92-a93e-0e6e432799b6,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-04-01,2023-04-30,12925.0,2928.49,9996.51,2023-05-02,Salary,2023-04-30
fee94eed-d7c6-4ca3-8d81-b2d73611a76a,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-05-01,2023-05-31,12925.0,2928.49,9996.51,2023-06-02,Salary,2023-05-31
03bd1868-e7bb-45a9-be42-e4e53702f637,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-06-01,2023-06-30,12925.0,2928.49,9996.51,2023-07-02,Salary,2023-06-30
6481781e-b01c-47a3-93af-0840aa42fe77,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-07-01,2023-07-31,12925.0,2928.49,9996.51,2023-08-02,Salary,2023-07-31
eff19d22-7145-430f-ad2d-6fd93efd4e25,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-08-01,2023-08-31,12925.0,2928.49,9996.51,2023-09-02,Salary,2023-08-31
3e249ebd-e34d-4e13-904d-b064b3726b6c,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-09-01,2023-09-30,12925.0,2928.49,9996.51,2023-10-02,Salary,2023-09-30
dcf1001c-83cf-47f6-ad26-0f497ee1a776,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-10-01,2023-10-31,12925.0,2928.49,9996.51,2023-11-02,Salary,2023-10-31
b572d039-cf8e-49d7-84cc-37570d6609da,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-11-01,2023-11-30,12925.0,2928.49,9996.51,2023-12-02,Salary,2023-11-30
e567acee-0a23-4045-9731-8f5f8e5d2459,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-12-01,2023-12-31,12925.0,2928.49,9996.51,2024-01-02,Salary,2023-12-31
cb3da153-4163-4e9e-8bdc-07c5b3958151,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-01-01,2024-01-31,12925.0,2928.49,9996.51,2024-02-02,Salary,2024-01-31
667e4f2d-e1f7-4039-b130-9aa6dd82e56e,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-02-01,2024-02-29,12925.0,2928.49,9996.51,2024-03-02,Salary,2024-02-29
461a80a0-593a-46f3-89e9-614fedc4fe70,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-03-01,2024-03-31,12925.0,2928.49,9996.51,2024-04-02,Salary,2024-03-31
4ad130df-bfde-4267-a68e-60544bc77be5,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-04-01,2024-04-30,12925.0,2928.49,9996.51,2024-05-02,Salary,2024-04-30
751847c1-871a-4726-864c-7760b0605004,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-05-01,2024-05-31,12925.0,2928.49,9996.51,2024-06-02,Salary,2024-05-31
7e7993c8-ea34-4af3-a75d-6a92cd7ac777,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-06-01,2024-06-30,12925.0,2928.49,9996.51,2024-07-02,Salary,2024-06-30
21010a1f-7bb3-4eac-86ca-e5331a160aa7,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-07-01,2024-07-31,12925.0,2928.49,9996.51,2024-08-02,Salary,2024-07-31
981b25f4-4588-486f-8e24-938e24603fa0,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-08-01,2024-08-31,12925.0,2928.49,9996.51,2024-09-02,Salary,2024-08-31
05bb5cce-5af4-4eba-b2f5-a0c42578cd51,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-09-01,2024-09-30,12925.0,2928.49,9996.51,2024-10-02,Salary,2024-09-30
1cc4146d-960b-4fd9-ba42-97a21f6bd37b,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-10-01,2024-10-31,12925.0,2928.49,9996.51,2024-11-02,Salary,2024-10-31
f693e963-1f79-42a7-a792-3c63afb5dd08,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-11-01,2024-11-30,12925.0,2928.49,9996.51,2024-12-02,Salary,2024-11-30
f281b9ad-c297-427d-beb6-6624b907fc5a,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-12-01,2024-12-31,12925.0,2928.49,9996.51,2025-01-02,Salary,2024-12-31
92d762f6-f2bd-45f1-8dd0-eac341aa76c3,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2021-12-01,2021-12-31,3231.25,1195.56,2035.69,2021-12-31,Bonus,2021-12-31
24dcc2fa-7127-4875-a3d3-19cbdbf23d88,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2022-12-01,2022-12-31,3231.25,1195.56,2035.69,2022-12-31,Bonus,2022-12-31
3a56cb17-22eb-4803-83e7-0a596f00b8f4,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2023-12-01,2023-12-31,3231.25,1195.56,2035.69,2023-12-31,Bonus,2023-12-31
21a81ed5-aafe-4f38-87ab-ef0c1e75a12d,6cc5b973-aa70-4cbd-b596-052e774fb9db,Engineering,2024-12-01,2024-12-31,3231.25,1195.56,2035.69,2024-12-31,Bonus,2024-12-31
26cf4edc-f54f-4a34-b709-96954967d255,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-01-01,2021-01-31,11158.33,3296.86,7861.47,2021-02-02,Salary,2021-01-31
167a7800-cee3-4670-9d6a-e4c1f067c5cd,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-02-01,2021-02-28,11158.33,3296.86,7861.47,2021-03-02,Salary,2021-02-28
0a2c65f9-4d34-4079-a76e-2a789d7bd52b,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-03-01,2021-03-31,11158.33,3296.86,7861.47,2021-04-02,Salary,2021-03-31
ea2c270b-89c7-40fb-86fc-d303b9c46216,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-04-01,2021-04-30,11158.33,3296.86,7861.47,2021-05-02,Salary,2021-04-30
fb57ab88-9420-43dc-9f9a-e92c50008aa5,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-05-01,2021-05-31,11158.33,3296.86,7861.47,2021-06-02,Salary,2021-05-31
9873b350-4222-42f8-bd93-eed1638aa896,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-06-01,2021-06-30,11158.33,3296.86,7861.47,2021-07-02,Salary,2021-06-30
e3f097ce-ff0b-4d5c-afaa-121df175068a,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-07-01,2021-07-31,11158.33,3296.86,7861.47,2021-08-02,Salary,2021-07-31
ec02ea55-527c-4742-bc5b-e434dd67ffb1,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-08-01,2021-08-31,11158.33,3296.86,7861.47,2021-09-02,Salary,2021-08-31
297e651d-880e-402b-975c-5fe162bc2869,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-09-01,2021-09-30,11158.33,3296.86,7861.47,2021-10-02,Salary,2021-09-30
a455d5ec-bc6b-45c6-8000-167d5b2a9268,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-10-01,2021-10-31,11158.33,3296.86,7861.47,2021-11-02,Salary,2021-10-31
e8711357-cc93-46c9-a5ec-1996871a0ff4,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-11-01,2021-11-30,11158.33,3296.86,7861.47,2021-12-02,Salary,2021-11-30
caa5cbb4-4f40-4f00-b8e7-8aeb60dab994,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-12-01,2021-12-31,11158.33,3296.86,7861.47,2022-01-02,Salary,2021-12-31
2b01dfc4-aea5-4a88-8fe9-fedf5217a07b,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-01-01,2022-01-31,11158.33,3296.86,7861.47,2022-02-02,Salary,2022-01-31
bc6f4228-2f12-4813-926a-017501bcc3ba,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-02-01,2022-02-28,11158.33,3296.86,7861.47,2022-03-02,Salary,2022-02-28
3367319f-452b-4639-a544-3073a823f7ee,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-03-01,2022-03-31,11158.33,3296.86,7861.47,2022-04-02,Salary,2022-03-31
028ac8e8-8b63-45ed-b0af-3b674fd07380,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-04-01,2022-04-30,11158.33,3296.86,7861.47,2022-05-02,Salary,2022-04-30
cfca4f5b-ec90-42ff-b4d1-5e7c81da8aa1,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-05-01,2022-05-31,11158.33,3296.86,7861.47,2022-06-02,Salary,2022-05-31
b24d7bd6-244f-4e1e-be11-4a690042deb9,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-06-01,2022-06-30,11158.33,3296.86,7861.47,2022-07-02,Salary,2022-06-30
811a1a5c-bfff-44f9-9f13-a04038a0b8ef,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-07-01,2022-07-31,11158.33,3296.86,7861.47,2022-08-02,Salary,2022-07-31
59664d9d-3ec6-496e-bc18-e9092ddd1393,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-08-01,2022-08-31,11158.33,3296.86,7861.47,2022-09-02,Salary,2022-08-31
50e52763-0705-4c8d-9197-759dbe6c15ed,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-09-01,2022-09-30,11158.33,3296.86,7861.47,2022-10-02,Salary,2022-09-30
0d1adb13-bb00-466c-b951-c4c5cd40efe9,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-10-01,2022-10-31,11158.33,3296.86,7861.47,2022-11-02,Salary,2022-10-31
35792810-03d9-45e3-bdea-6076a912a8e2,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-11-01,2022-11-30,11158.33,3296.86,7861.47,2022-12-02,Salary,2022-11-30
9cad6da5-23d4-4726-a52b-9db9ebdecab6,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-12-01,2022-12-31,11158.33,3296.86,7861.47,2023-01-02,Salary,2022-12-31
9578fac2-e15d-44f4-a165-ee91ceb2d79a,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-01-01,2023-01-31,11158.33,3296.86,7861.47,2023-02-02,Salary,2023-01-31
dde500da-d089-4aab-b270-8d9bba36777b,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-02-01,2023-02-28,11158.33,3296.86,7861.47,2023-03-02,Salary,2023-02-28
9efb6516-a938-41be-abe6-9fe1025d224c,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-03-01,2023-03-31,11158.33,3296.86,7861.47,2023-04-02,Salary,2023-03-31
74577156-fbdf-422e-8b4a-30389894a909,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-04-01,2023-04-30,11158.33,3296.86,7861.47,2023-05-02,Salary,2023-04-30
ffd1ec4c-3c4a-4838-81a9-77b92bca9a55,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-05-01,2023-05-31,11158.33,3296.86,7861.47,2023-06-02,Salary,2023-05-31
c47499e1-b038-4659-8141-93fc0ba942a5,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-06-01,2023-06-30,11158.33,3296.86,7861.47,2023-07-02,Salary,2023-06-30
a0cf75a9-77ed-4d7b-9e29-7c5bdea2d463,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-07-01,2023-07-31,11158.33,3296.86,7861.47,2023-08-02,Salary,2023-07-31
8e284caa-5655-4387-b251-7d4d5a8865c9,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-08-01,2023-08-31,11158.33,3296.86,7861.47,2023-09-02,Salary,2023-08-31
260e7393-48bc-49b2-b0ac-18960c5b7226,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-09-01,2023-09-30,11158.33,3296.86,7861.47,2023-10-02,Salary,2023-09-30
baf7f5bb-f513-4103-91f1-dd5053d33bd7,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-10-01,2023-10-31,11158.33,3296.86,7861.47,2023-11-02,Salary,2023-10-31
92b3c64c-59e6-4d73-a099-f82343d523d4,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-11-01,2023-11-30,11158.33,3296.86,7861.47,2023-12-02,Salary,2023-11-30
6342ede9-3218-4bde-be0b-4bfdbbed8a5f,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-12-01,2023-12-31,11158.33,3296.86,7861.47,2024-01-02,Salary,2023-12-31
d5b58222-b46d-4f0a-96f5-ba0f29a2b782,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-01-01,2024-01-31,11158.33,3296.86,7861.47,2024-02-02,Salary,2024-01-31
afc838ab-5e65-4023-a160-2dada3e3ce58,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-02-01,2024-02-29,11158.33,3296.86,7861.47,2024-03-02,Salary,2024-02-29
5e070803-5b15-4187-a4c8-7b4bbfe24793,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-03-01,2024-03-31,11158.33,3296.86,7861.47,2024-04-02,Salary,2024-03-31
fdc7b7df-9f8a-43ff-903a-538fcd6c9aeb,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-04-01,2024-04-30,11158.33,3296.86,7861.47,2024-05-02,Salary,2024-04-30
55629aa2-940e-425a-9c5a-d00ac611e2d5,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-05-01,2024-05-31,11158.33,3296.86,7861.47,2024-06-02,Salary,2024-05-31
36a01f40-4fd3-4dd0-b55d-ec6e3b5ce179,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-06-01,2024-06-30,11158.33,3296.86,7861.47,2024-07-02,Salary,2024-06-30
05bb6b5f-2438-43aa-b946-a329a2bd90c7,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-07-01,2024-07-31,11158.33,3296.86,7861.47,2024-08-02,Salary,2024-07-31
640c0ffb-97fb-4890-bab6-eef6aab9e48e,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-08-01,2024-08-31,11158.33,3296.86,7861.47,2024-09-02,Salary,2024-08-31
e9e6adfd-8a89-499f-b492-73a157623057,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-09-01,2024-09-30,11158.33,3296.86,7861.47,2024-10-02,Salary,2024-09-30
d9c21ddd-0a2f-44d3-927d-fc2d6c95866b,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-10-01,2024-10-31,11158.33,3296.86,7861.47,2024-11-02,Salary,2024-10-31
50b332b7-dc13-4731-b01d-ca895f7c8361,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-11-01,2024-11-30,11158.33,3296.86,7861.47,2024-12-02,Salary,2024-11-30
f024a5d0-9cdc-4eff-bbfa-65c0ce289af0,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-12-01,2024-12-31,11158.33,3296.86,7861.47,2025-01-02,Salary,2024-12-31
1d363ab5-630f-4c57-a58d-547e8b77dc52,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2021-12-01,2021-12-31,2789.58,1032.14,1757.44,2021-12-31,Bonus,2021-12-31
a136b309-4485-4ae4-a755-965f02422908,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2022-12-01,2022-12-31,2789.58,1032.14,1757.44,2022-12-31,Bonus,2022-12-31
89c7c5c2-fc52-4710-8a83-b9cb275c6481,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2023-12-01,2023-12-31,2789.58,1032.14,1757.44,2023-12-31,Bonus,2023-12-31
fbc3b9af-7791-4ed3-8a51-430e826bbe28,58d46af8-bfa9-4a18-9132-04adb90cb4d4,Engineering,2024-12-01,2024-12-31,2789.58,1032.14,1757.44,2024-12-31,Bonus,2024-12-31
819b24bf-5732-4ae7-8215-bbb4fd06c0f6,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-01-01,2021-01-31,13650.0,3128.12,10521.88,2021-02-02,Salary,2021-01-31
595af66b-85d8-44b5-aa73-a0fa71dfa08d,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-02-01,2021-02-28,13650.0,3128.12,10521.88,2021-03-02,Salary,2021-02-28
843e4775-45c9-4314-96ab-617bb2f421a5,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-03-01,2021-03-31,13650.0,3128.12,10521.88,2021-04-02,Salary,2021-03-31
97678108-46e3-4a93-bc4a-045438332c99,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-04-01,2021-04-30,13650.0,3128.12,10521.88,2021-05-02,Salary,2021-04-30
f167e89e-d51f-41df-a7b4-f01b9bc3a36f,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-05-01,2021-05-31,13650.0,3128.12,10521.88,2021-06-02,Salary,2021-05-31
bbe6379f-4617-4960-92c2-b33a657fc6a5,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-06-01,2021-06-30,13650.0,3128.12,10521.88,2021-07-02,Salary,2021-06-30
b7193b4e-d885-40e5-a993-56ae6b14c949,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-07-01,2021-07-31,13650.0,3128.12,10521.88,2021-08-02,Salary,2021-07-31
342c7438-8fac-4081-9144-d827c404441c,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-08-01,2021-08-31,13650.0,3128.12,10521.88,2021-09-02,Salary,2021-08-31
335e8f4a-542a-45e6-b040-d8c3fb3df5a9,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-09-01,2021-09-30,13650.0,3128.12,10521.88,2021-10-02,Salary,2021-09-30
a13a7f75-1b39-4aa3-8056-1458dfe84fb0,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-10-01,2021-10-31,13650.0,3128.12,10521.88,2021-11-02,Salary,2021-10-31
841e2ba0-55fa-468f-9a7e-7d157abd3c4f,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-11-01,2021-11-30,13650.0,3128.12,10521.88,2021-12-02,Salary,2021-11-30
a429c107-7192-49e0-a8a4-465ee3376f20,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2021-12-01,2021-12-31,13650.0,3128.12,10521.88,2022-01-02,Salary,2021-12-31
74b3bf6a-b16b-4ad2-b383-1f723c8c208c,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-01-01,2022-01-31,13650.0,3128.12,10521.88,2022-02-02,Salary,2022-01-31
2cde418c-1c2c-4bcc-9840-e81b76d691ad,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-02-01,2022-02-28,13650.0,3128.12,10521.88,2022-03-02,Salary,2022-02-28
4f9c2626-5c9e-4779-b811-258d0417871a,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-03-01,2022-03-31,13650.0,3128.12,10521.88,2022-04-02,Salary,2022-03-31
e2c4f25b-3773-450a-ac8f-96e10382e7c3,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-04-01,2022-04-30,13650.0,3128.12,10521.88,2022-05-02,Salary,2022-04-30
f4bfc2d5-a0b6-4319-a2f4-d3182293e408,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-05-01,2022-05-31,13650.0,3128.12,10521.88,2022-06-02,Salary,2022-05-31
8748139d-024a-4924-9b12-192eacc2997b,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-06-01,2022-06-30,13650.0,3128.12,10521.88,2022-07-02,Salary,2022-06-30
cb303793-df67-4921-8c5a-03898db1e07f,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-07-01,2022-07-31,13650.0,3128.12,10521.88,2022-08-02,Salary,2022-07-31
be1eda83-4cb8-435e-aa94-b487671a8deb,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-08-01,2022-08-31,13650.0,3128.12,10521.88,2022-09-02,Salary,2022-08-31
cc36e612-9381-4148-a523-d40942762d7d,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-09-01,2022-09-30,13650.0,3128.12,10521.88,2022-10-02,Salary,2022-09-30
970f8016-d86e-444e-843b-90baeb3e1a80,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-10-01,2022-10-31,13650.0,3128.12,10521.88,2022-11-02,Salary,2022-10-31
5bb33e7f-d0d7-44e0-b6c6-720832a779c5,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-11-01,2022-11-30,13650.0,3128.12,10521.88,2022-12-02,Salary,2022-11-30
9b8766dd-3bf8-4452-88da-6873602c88ff,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2022-12-01,2022-12-31,13650.0,3128.12,10521.88,2023-01-02,Salary,2022-12-31
e3d39862-b75d-4abe-a119-ae2df8533c5e,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2023-01-01,2023-01-31,13650.0,3128.12,10521.88,2023-02-02,Salary,2023-01-31
0de3cedb-c60f-4c68-8a58-d3dbae0f2b9a,3f424cc4-345f-4596-b4e6-7cf419778d39,Engineering,2023-02-01,2023-02-28,13650.0,3128.12,10521.88,2023-03-02,Salary,2023-02-28
