customer_id,company_name,industry,segment,region,billing_email,credit_limit,created_at,is_active
c9f6c4c8-61e5-41f0-b9c0-7b722845b32b,"Silva, Mills and Donovan",EdTech,Mid-Market,Southeast,elizabethedwards@foster-powers.com,25000,2021-07-26,True
b7de007b-8248-47f9-b248-2437b072bdb9,Stewart-Walton,E-Commerce,SMB,Northeast,smithchristine@ferrell.com,250000,2021-06-11,False
136d8cae-933e-4975-ae3f-a219d01119a1,Mahoney Inc,HR Tech,SMB,International,mikemoore@warner.net,10000,2021-01-05,True
84b88b93-9b98-404e-ba46-bc10506ac05e,Contreras PLC,HealthTech,SMB,Midwest,sarah12@wilson-rodriguez.net,10000,2021-05-06,True
1580ba93-4168-44e0-9fa2-8d111f4d527e,Nelson PLC,Legal Tech,Enterprise,International,jenniferharris@farrell.com,250000,2021-06-03,False
1a6e24fa-963d-4dcf-826c-39999bc6f94c,Walters LLC,EdTech,Enterprise,International,smithkellie@whitney.biz,250000,2021-04-18,True
664c78d5-880e-488f-ba7a-142a1e9a8313,"Smith, Jones and Ware",Legal Tech,SMB,Northeast,amydavenport@tran.com,50000,2021-01-23,True
85bf1379-c664-42ae-b0bb-2b75b31b3fda,Nolan and Sons,Legal Tech,SMB,International, elizabethgomez@henson.com,25000,2021-10-07,True
efb33b71-6daf-4293-bba5-e9a55039a884,Hancock and Sons,EdTech,SMB,Midwest,vjohnson@patton-jenkins.com,10000,2021-07-03,True
bc360478-cbd3-42a2-a066-c7b7b4fa6538,Moore-Haynes,HealthTech,Mid-Market,West,ebrennan@gonzalez.com,25000,2021-03-25,False
e77a90b9-1235-41c9-85d6-52065b15cf2f,Hoover-Savage,n/a,Mid-Market,West,andrewlee@ramirez-jones.com,25000,2021-05-17,True
dc77c830-5903-4667-a0ae-b1e1f232b6ac,May-Ross,InsurTech,Enterprise,Southeast,sheila14@carpenter.com,50000,2021-06-06,True
caab565f-45ec-4f72-960e-95fc82e0accc,Carlson LLC,Unknown,SMB,Midwest,samuel81@lam-lee.com,50000,2021-06-29,True
991aa36d-5d41-4fe3-9fdc-a25ac6a35809,"Graham, Meyer and Drake",HR Tech,SMB,Midwest,michaeljones@mccall.com,50000,2021-01-20,True
1d77f8f5-c4c4-4fb9-b12e-308b391c2022,"Mccullough, Hunter and Estrada",HR Tech,Enterprise,Northeast,richard48@lee.biz,50000,2021-01-23,True
3d34fcf4-3acb-4cee-b6ee-05d1354a637d,"Adkins , Thompson and Carroll",E-Commerce,SMB,International,akelley@mitchell-jordan.org,10000,2021-06-03,True
87637970-d7cd-4c85-a686-8b679c98c9bd,"Pena, Marshall and Ramos",HR Tech,SMB,Southeast,williamleon@jackson.org,100000,2021-12-13,True
50d7dd04-ca0d-4bc4-bca2-049cd6b2609b,Davis-Crane,Legal Tech,Mid-Market,Midwest,emilywalker@hernandez.com,250000,2021-11-07,True
e3472d50-14ba-4f4a-9ad8-72ee5a667956,Carr-Mack,PropTech,Mid-Market,International,operry@lee.com,250000,2021-12-06,True
b4da18a6-6691-4b06-8c45-a65a119ce1db,Douglas Inc,E-Commerce,SMB,Southeast,osbornejeffery@holmes.com,100000,2021-11-09,True
59f245e9-bc50-4a6e-8db3-15c55980ba3f,Anderson-Marshall,InsurTech,Mid-Market,International,stephanie79@mcclain.info,25000,2021-03-17,True
13225689-e9fd-476d-8881-3a9e0c135591,Manning Group  ,HealthTech,SMB,International,pgreen@ramirez.com,25000,2021-03-04,True
c6074c67-6583-4d9e-b117-4bb139942682,Gonzales-Reeves,HR Tech,Enterprise,Southwest,josephflores@miller.com,100000,2021-10-08,True
a9266045-5036-4c15-b177-e8c3124a798f,"Lewis, Perry and Rivera",PropTech,Mid-Market,International,nperry@price-carrillo.com,100000,2021-11-17,True
f86a8948-53bf-4e07-b58d-1fb339cacc6f,"James, Smith and Bell",Legal Tech,SMB,Southwest,acastaneda@adkins.com,100000,2021-12-22,True
8641a9aa-9cb2-4c85-92a1-452906a1ee07,Robinson-Graham,InsurTech,Mid-Market,West,priceelizabeth@ramsey-pittman.com,100000,2021-10-27,False
98209da2-0d3a-4ea5-8815-def9348f1283,"Ferguson , Meadows and Vargas",InsurTech,Enterprise,Midwest,millerroy@white-green.com,100000,2021-10-03,True
aeea3c8f-f327-4d02-bf08-ecd8a6239aa5,Gibson LLC,E-Commerce,SMB,n/a,aramirez@conley-ruiz.net,100000,2021-03-26,True
17bdea4c-75e7-48d7-a424-1ae7c444d978,Cooke LLC,FinTech,Mid-Market,,debraharrington@williams.com,100000,2021-04-04,True
a9b88178-de75-45ad-9cac-42940175690b,"Hernandez, Martinez and Caldwell",E-Commerce,SMB,West,stevenscott@jackson-lawson.com,100000,2021-05-10,True
6c4d0cff-6d61-4aa3-be5c-c1f67cc15a41,Oconnell Inc,FinTech,SMB,International,hickmanbarbara@sanders-espinoza.com,10000,2021-01-16,False
fa1e7edd-af1f-425c-8d1d-bc523d9a2e16,"Vaughn, Burton and Garcia",FinTech,SMB,West,melissa91@patton.com,25000,2021-08-27,True
7341334c-4c21-47b0-8426-b2bff6fd74fe,Hunter LLC,EdTech,Enterprise,International,atkinsonlynn@hamilton.info,50000,2021-02-25,True
7c37b980-066b-4fa7-b4ac-4aa1fbc9f7c1,"Hernandez, Thompson and Boyd",InsurTech,Mid-Market,Northeast,christina87@graham-simon.com,25000,2021-02-22,True
b9386cf7-e259-4b85-a3b0-12b9f0d6fba3,Christian-Rivas,HealthTech,Mid-Market,Northeast,ramirezshannon@hudson-barnett.com,50000,2021-02-05,True
b2dd862f-600c-45c3-8bde-7b610893c9d9,Snyder LLC,InsurTech,SMB,Midwest,tonykelly@peterson-beard.com,25000,2021-08-11,True
93e6c5d0-35f1-43d0-951a-0f3f1f11aaab,"Smith, Vaughan and Miller",Legal Tech,Enterprise,West,wfreeman@vaughn.info,250000,2022-05-18,True
11a420b6-749f-4bab-8d31-3b04fedc4e3a,Mcguire-Davis,HealthTech,SMB,West,richardsanchez@perkins.biz,50000,2022-01-15,True
06a597c3-5b3d-4124-9747-1d7d5874691e,"Pierce, Bell and Chavez",PropTech,Mid-Market,Midwest,john13@wilson-herrera.com,50000,2022-10-12,True
d2715e6e-ea60-4ef1-802e-496400c44f51,Robinson Group,HealthTech,SMB,Southwest,jenny89@hooper-wall.com,100000,2022-08-18,True
abcd974c-5ef2-4db4-83d6-e19a17a3f278,Ward LLC,E-Commerce,SMB,International,ericksondavid@mccann.com,250000,2022-06-26,True
7808ee0d-a624-41ab-9a2c-ddc3437e14d1,"Raymond, Little and Mullins",HR Tech,SMB,Midwest,salasaudrey@mendoza-peterson.com,25000,2022-06-11,True
99cae1e5-28ca-45fa-82ae-66b107d04cc6,Everett-Woods,EdTech,Mid-Market,Midwest,moralescharles@parks.com,250000,2022-11-02,True
9056027a-be46-4bb3-a352-59e43946f7f6,Mcknight Inc,E-Commerce,SMB,Unknown,yobrien@perez.info,10000,2022-10-11,True
441b35bd-ea4c-4eff-98bd-fe66a3595b59,Dalton-Branch,PropTech,SMB,Midwest,ashley09@garcia.com,25000,2022-01-27,True
e8ebc6c4-7983-4049-a017-e771df20c9ba,"Miller, Allen and Arnold",HealthTech,SMB,Northeast,aaronhayes@harrison.com,25000,2022-03-18,True
7a4d3e3a-bfaa-49b5-967f-ddd4eb1f6bb2,"Heath, Jones and Hall",HealthTech,SMB,West,kristin93@wilson-walker.com,25000,2022-09-25,True
818fe732-cdf4-4531-b5ba-d567b9c60b01,Serrano-Jones,Legal Tech,Enterprise,Midwest,lauralarson@morse.com,10000,2022-04-17,True
2761606c-53f4-4296-968c-44225c56f0ca,"Powell, Nelson and Fernandez",HealthTech,SMB,Northeast,cmiller@navarro-munoz.com,250000,2022-08-29,True
386f7870-41f1-489c-9c3b-71e04bb5dc5d,Perez Ltd,Legal Tech,SMB,International,keyemily@johnston-hines.com,250000,2022-12-05,True
06632ee0-6563-4a21-95dd-229041ec5eeb,Stone-Ramos,HealthTech,Mid-Market,Midwest,howard96@olsen.biz,25000,2022-06-07,True
be56edef-ca31-4820-80ba-926c0ac05d0a,Morris-Garcia,Legal Tech,SMB,Midwest,marksteele@bates-morales.net,250000,2022-10-04,True
c70815fd-b7a5-4786-b278-b468913513b0,Gibson LLC,FinTech,Mid-Market,Southwest,marcus68@sandoval.info,250000,2022-10-28,False
a4379746-9458-443c-8f42-1d7463cccf8d,Brown-Stone,Legal Tech,Mid-Market,Southeast,wgarrett@harris.com,50000,2022-04-03,False
b3ac80bb-5bfa-47de-b76b-a4716dba5e73,Kim-Wolfe,PropTech,SMB,West,johnsoncrystal@mckinney.net,25000,2022-06-18,True
21d927b5-a29b-45d4-82d9-e93f4093b619,Tran Inc,InsurTech,Mid-Market,West,victoriadurham@valentine-holland.com,10000,2022-07-26,False
8eb76e14-1716-4949-80a8-581b64ed3198,Cantu-Carter,FinTech,Mid-Market,West,robert77@bryant.biz,250000,2022-09-13,True
2d224a8d-11b6-4d12-8069-70b0f21242be,Weeks PLC,E-Commerce,SMB,Midwest,michellehill@morgan-french.com,10000,2022-01-15,False
ff18d299-8eef-4653-8f67-4bbfab38ae51,Campbell LLC,E-Commerce,SMB,Northeast,cgrimes@washington.biz,10000,2022-08-25,False
f1889004-58c4-4cda-8990-8f35bb15315f,Cantu-Kane,EdTech,Mid-Market,Southwest,ashleyhall@williams-garner.biz,100000,2022-08-30,True
c493005d-a4ee-44a9-9e5a-42bb78e225fe,Mcneil-Sparks,InsurTech,Mid-Market,International,tylerjohnson@sanford.info,50000,2022-08-01,True
a86bc22f-0a3f-4446-8aa7-a416d103f746,Fox Group,Legal Tech,SMB,Midwest,bowenrobert@booker.com,100000,2022-03-18,True
331cb54b-4472-43d7-bf57-4f6c80b58683,Hanson-Sanders,HR Tech,Mid-Market,West,christianmelissa@james.info,25000,2022-10-20,True
d6bd8a04-f449-4c05-b6e4-b5f744ae1121,"Johnson, Jones and Welch",InsurTech,Mid-Market,International,wendy16@hodges.com,25000,2022-09-11,False
4dbbb010-ea82-48f8-b976-291b0e106859,Jackson-Evans,HR Tech,Enterprise,West,williamslaura@howard-jordan.com,10000,2022-03-15,True
c8dba900-6357-4da2-8b83-419d610a8a6b,"Jenkins, Maldonado and White",EdTech,Mid-Market,Midwest,christianpitts@vega.com,10000,2022-06-18,False
a5074a66-9dfa-4423-ac38-50cd6f6c8769,Little-Stevens,InsurTech,Mid-Market,West,nolansteven@byrd-moore.info,10000,2022-05-01,True
d439b953-c5f2-4887-aa07-ef99b5f74692,Huerta-Evans,E-Commerce,SMB,Northeast,dvaughn@gonzalez-cruz.info,10000,2022-08-16,True
60186fac-a322-4359-9d0d-62d041be4c90,Young PLC,FinTech,Mid-Market,Midwest,bailey40@foster.com,25000,2022-09-29,True
67f11742-2e19-42a4-b13d-99901b714363,"Mcgee, Wall and Leach",EdTech,SMB,West,catherinegomez@lee.com,250000,2022-03-15,True
16c15593-eccf-49a1-b4ee-a1074b97caa2,"Davis, Burton and Williams",PropTech,SMB,West,xjohnson@anderson.biz,25000,2022-02-07,True
f53ec6ef-6c75-40c5-8d0f-4b58da26516c,Gonzalez PLC,Legal Tech,SMB,Midwest,alyssa42@sloan-raymond.com,100000,2022-09-05,True
040d1e61-1ef1-492f-ba48-642ec3d4556b,"Harrell, Brock and Mcdonald",HR Tech,Enterprise,,taylortammy@ramsey.net,250000,2022-12-18,True
9dd4bc75-6b1f-4c41-9570-bacb2b8fd3f0,Davis-Foster,PropTech,Enterprise,Southeast,amanda75@curry.com,25000,2022-11-14,True
3ff0bcfd-2216-49b2-bb13-7b0317fa9bf0,Leonard Group,EdTech,Enterprise,,harveysherry@herman-walker.com,50000,2022-03-09,True
11c0ae1c-6807-4839-a075-2ba380d229b9,"Colon, Blankenship and Turner",InsurTech,SMB,Southwest,cwilson@torres.com,250000,2022-05-20,True
07483a52-e93d-4c99-a37b-14690fc559ad,Young PLC,PropTech,SMB,Midwest,paulwatson@horton.com,10000,2022-03-14,True
17d86443-04a8-4799-9742-980d12ecbd8a,Pena-Bass,InsurTech,Mid-Market,Midwest,rcrosby@vaughn.info,50000,2022-10-02,True
2d7bfe40-7060-4da0-b1d6-f9dc1c5b7acc,Sampson-Foley,Legal Tech,Mid-Market,Midwest,pollardmichael@howard.com,10000,2022-11-14,False
12ad98d9-69dc-4c76-bf41-5d9206348941,Davis-Lewis,E-Commerce,Mid-Market,West,williamsmatthew@buchanan.com,100000,2022-03-01,True
e25716e5-30eb-4f52-bf48-4cfd60357987,"Clark, Robinson and Kane",Legal Tech,SMB,Southeast,kim90@garrison-thomas.com,100000,2022-07-09,True
fb3ecb90-a4a3-4189-a8ad-125418bb287e,"King, Thompson and Guerrero",InsurTech,Mid-Market,West,andersonmichael@chapman.com,250000,2022-07-28,False
887e838b-5763-459d-8dac-c46b7ffc4149,Williams-Harmon,HR Tech,SMB,Southeast,reesethomas@palmer-rodriguez.net,50000,2022-10-06,False
f2fe42de-f427-4392-8aef-f6d87a81f3bd,Dougherty Inc,FinTech,SMB,Northeast,stephen00@boone-simmons.com,10000,2022-12-06,True
731054be-137f-4184-8c25-58fd4cdcbf40,Joseph-Wallace,FinTech,SMB,Southeast,morriseddie@hill.org,250000,2022-04-17,True
a0ec0ba5-a924-43fb-93ac-3d79a6148bb2,"Joseph, James and Harper",E-Commerce,SMB,Unknown,shawn96@mcguire.net,250000,2022-05-09,True
8f8bbda7-2fd1-4743-8c2c-46fd75cd75df,"Glenn, Jordan and Beasley",FinTech,SMB,Southeast, dmorgan@perry-davis.biz,25000,2022-08-04,True
75f8ce16-7f49-4ca5-8b10-97ca85a519d5,Ortega-Brooks,PropTech,SMB,Southwest,gloriawells@decker.biz,250000,2022-01-23,True
0eddd1e6-637d-4822-8aea-b43f860069a1,Garner LLC,Legal Tech,Enterprise,Northeast,angelawillis@hoffman.biz,100000,2022-12-18,True
aca97e8e-ae5c-4ce0-9a53-441d97b1a796,"Williams, Roberts and Edwards",PropTech,SMB,Southwest,lanejason@olson.net,250000,2022-11-21,True
46afbfff-8a45-4242-8137-6286a601f490,Wilson-Ramirez,InsurTech,Mid-Market,West,lindsaybruce@austin.com,10000,2022-12-02,True
67ae4440-b8b8-4d51-9adf-f2eb5aa5837e,White Ltd,E-Commerce,Enterprise,West,sandra50@kane.biz,100000,2022-02-18,True
bb1e982d-c183-4273-ad42-6267695495b1,Thomas Ltd,Legal Tech,SMB,West,davisalyssa@barnes-peterson.com,10000,2022-08-10,True
92cba2b0-01be-47a3-9ebf-bc54b50d7f62,Griffith-Frank,EdTech,Mid-Market,Southwest,wareeric@williams.biz,100000,2022-07-01,False
6029b9a2-77c7-49d4-b546-f716034e9c95,Lawson-Perry,InsurTech,Mid-Market,Midwest,kariwilson@rodriguez-gregory.org,250000,2022-09-17,True
689aec55-d459-427f-b7c2-b03e848968c6,Rose-Parker,E-Commerce,SMB,Southwest,randallgreene@harris.com,250000,2022-04-26,True
e8c78759-28ef-42c6-858b-1755007a1b16,Roberts-Wilson,FinTech,Mid-Market,International,lburgess@james.com,50000,2022-06-23,True
576e881e-be43-43b6-9532-9ecce6f02c47,"Hansen, Barnett and Gomez",EdTech,SMB,Southeast,chensley@smith-morse.com,10000,2022-09-29,True
3a43ac17-907f-4c61-8bd4-25aa283275d1,"Patterson, Sullivan and Bowman",HR Tech,SMB,Midwest,darius05@solis.info,10000,2022-01-27,True
d27cbffe-73db-431b-93ae-f852a38a98c3,"Gillespie, Davis and Richard",FinTech,SMB,International,ryanmorales@foster.com,100000,2022-05-20,True
9df49370-c7a7-4cd3-98c9-2dc79c9bf76b,Cook and Sons,HR Tech,SMB,International,dixondaniel@lee.com,50000,2022-01-24,True
7903c4d3-732d-492e-8e16-aded1eb9fba5,Garcia LLC,n/a,Enterprise,Southeast,glennhernandez@jones.info,10000,2022-01-04,True
bfb0d8c6-fe41-4949-9806-76def4fdbde0,"Wolf, Cole and Glass",EdTech,Mid-Market,Southwest,michelle52@jones-ramos.com,50000,2022-02-06,True
529a40fe-63a0-468c-81b6-7366631aee62,Vargas-Bell,N/A,Enterprise,Southwest,collinsshannon@wood.com,100000,2022-05-29,True
3f2b1e38-4339-4e4b-87c5-cb813e2e3a4a,"  Lin, Wyatt and Gilbert",PropTech,Enterprise,Northeast,jford@huang.com,100000,2022-10-29,True
e1fec497-e153-424f-9cc5-23c3a6113aed,Jacobs-Mason,Legal Tech,SMB,Southeast,hayeslisa@haas-miller.com,250000,2022-09-19,True
f9af600b-1403-4e3f-8034-35bcd58fa6df,Wright Group,HR Tech,Mid-Market,Southeast,nwarren@cox.biz,25000,2022-03-30,True
cfc59702-e546-4db5-8c6d-fbf5ac561b75,Schroeder-Shelton,HealthTech,Mid-Market,West,mccormickdeborah@rivera.biz,250000,2022-08-18,True
aea72970-1831-4076-9bb9-409091b10238,King-York,HR Tech,Mid-Market,Southeast,mathewaguilar@rangel.biz,50000,2022-05-21,True
a75a367f-a940-452a-b5e1-951253f06624,Larson Inc,HealthTech,SMB,Northeast,angelica52@warner.net,10000,2022-11-11,True
bda169ad-248c-425a-8d5c-2c586441b425,Lucas Group,FinTech,Mid-Market,International,andrew42@peterson.com,250000,2022-03-19,False
c74ed861-4a88-4954-996d-a54914aeb8ef,Cooke and Sons,HR Tech,SMB,International,phillipskristin@wise.com,100000,2022-08-13,True
e4378e5b-5a66-4822-8a85-8d94e59c15d5,"Rogers, Miranda and Anderson",HR Tech,SMB,West,lmoore@wise.info,10000,2022-11-20,True
1c1ff6ab-7ae0-4eb3-b033-e6845a4cd7b3,Jenkins Ltd,HealthTech,SMB,Midwest,tarabishop@bowers.info,250000,2022-03-18,True
2a2afa5d-ffef-423f-b3b1-74132e71a859,Richardson PLC,EdTech,SMB,International,smurray@shaw-barnes.com,250000,2022-12-29,False
62f4e421-0d3d-42f7-b5dc-3508d6cbdd08,Solis and Sons,InsurTech,SMB,Southeast,brett75@villa.com,250000,2022-02-17,True
e75e6935-0d36-4926-9543-7d793c1d9145,Miller-Martin,n/a,SMB,Southeast,jwhitehead@davis-lozano.info,25000,2022-04-26,False
65cb0c1d-6027-40f1-b3cd-718fa4e81b99,Arias-Perry,Legal Tech,SMB,Southwest,pshaw@vang-brooks.com,10000,2022-12-05,True
f1e1f25b-4b8f-4558-a7d1-ba359d02b271,Galvan-Combs,EdTech,SMB,Southeast,lacey20@lowery-kennedy.com,25000,2022-08-13,True
89cf8d77-f4c7-4093-a508-02a83e1e920d,"Harrison, Gilbert and Bullock",E-Commerce,Mid-Market,International,scottmary@bentley.com,25000,2022-06-08,False
ea4d7e05-1e33-460c-910e-bb7094d08353,Turner Inc,E-Commerce,Enterprise,West,robertbauer@brown-copeland.info,100000,2022-09-15,True
07a4c366-9563-4796-8fdc-3eaedda8ad42,"Herrera, Chen and Andrews",E-Commerce,SMB,Midwest,kellysmith@allen-butler.com,50000,2022-10-11,False
6709fcab-0463-429e-a75b-5ed00f09c58b,"Villegas, Jones and Fox",HealthTech,Mid-Market,Midwest,myerstheodore@hughes.com,100000,2022-02-16,False
e4338ca0-bc5e-45ce-8dfc-f0b465753028,Cooper Ltd,PropTech,Enterprise,West,ingramjill@anderson-bell.com,25000,2022-07-17,False
54f593f7-e667-4bf6-934f-f9d02175f04c,"Thompson, Maxwell and Marshall",FinTech,SMB,International,zwelch@brown.com,25000,2022-01-20,True
6d7cd4b2-2589-46c6-b481-16ee91503ecd,Harris-Moody,EdTech,SMB,N/A, stewartkyle@hays-daniels.com,25000,2022-10-08,False
a5a92b7e-63ec-4bff-979b-246779c2e034,Mullins and Sons,InsurTech,SMB,Midwest,michael05@martinez-richardson.biz,250000,2022-08-23,True
fced3b88-0f1f-4db3-a1ce-15769f1a5d69,"Gonzales, Huber and Morgan",PropTech,SMB,Southwest,tylerjimenez@adams.biz,50000,2022-08-08,True
d535548e-1851-47e8-a5e1-51fd0d85cac2,"Carney, White and Carter",InsurTech,Mid-Market,Southwest,millerdonna@griffin-robbins.com,250000,2022-10-06,True
5b826ef3-2f24-407b-b95b-7386ee199a37,"Wallace, West and Acosta",FinTech,SMB,International,christina64@whitney.biz,10000,2022-07-02,True
6a852ba8-216a-4bf7-a733-2d125d702718,Palmer-Brady,HealthTech,Mid-Market,Midwest,stephaniethomas@gregory.com,50000,2022-11-26,True
37e9075a-c89b-4852-9bd1-76a0aecae1a2,"Diaz, Reyes and Bradley",PropTech,SMB,Southeast,erikarush@wallace-jones.com,100000,2022-01-19,True
438cebcf-5be8-44d8-8a19-62259e8f1ebb,"Richardson, Edwards and Ramirez",E-Commerce,SMB,Midwest,johnsonjacob@hughes.com,250000,2022-08-31,True
83c00cd8-090a-42d2-b13d-b46e21544576,"Griffin, Davies and Mitchell",E-Commerce,Enterprise,Northeast,igonzalez@hayes.info,10000,2022-07-08,True
b1893e16-aaa6-49fe-872d-5609e5df02fe,Cochran LLC,PropTech,SMB,Southeast,jenna88@vance-york.com,250000,2022-05-17,True
e9e57914-afd0-4518-ae36-4e8385e8b77d,Hicks-Martinez,HealthTech,Enterprise,Southeast,laurayoung@johnson-spencer.com,10000,2022-06-17,True
0b14b970-d84d-4673-8827-8e5ff18050aa,Lara-Arnold,InsurTech,SMB,n/a,jonesraymond@higgins.org,100000,2022-05-21,True
00339714-8244-4509-8ce7-94bb8f6c26cf,Martinez LLC,FinTech,Mid-Market,Midwest,coleerin@anderson-calderon.net,25000,2022-01-16,True
7fd1197b-fd48-400a-a376-31e4407de78e,"Matthews, Saunders and Anderson",N/A,SMB,International,guerraapril@martin-morris.com,250000,2022-01-17,True
134a7e90-fef9-4e81-83ce-23c818ee4c08,Meza-Stone,HR Tech,Mid-Market,Southwest,meghan43@huber.org,50000,2022-11-29,True
2e7c353b-d815-4973-b2e3-8a0222b47a74,"Davis, Davidson and Vargas",FinTech,SMB,West,georgeweber@morgan.com,50000,2022-12-27,True
e7531d3b-00c9-46fa-a494-2927958c9fb7,Williams Ltd,Legal Tech,Enterprise,Southeast,debra96@fowler.com,100000,2022-03-30,False
d11aa20c-997a-47cc-8a81-680b988d9a7c,"Frye, Webb and Ballard",HealthTech,Enterprise,Midwest,eevans@brown.com,250000,2022-10-05,True
6f167e21-d505-426d-a8eb-12f257230660,Lawson-Edwards,EdTech,Enterprise,International,jessica56@hodges.net,25000,2022-03-04,False
77bf3085-2f69-4e48-949c-19433c58effd,Flores Group,E-Commerce,SMB,Southwest,adamsjohn@williams.org,250000,2022-03-08,True
b3df0bc9-8e51-46b9-bd1d-00a95ba06959,Wright-Grimes,Legal Tech,Mid-Market,West,lisapeck@edwards.net,250000,2022-02-07,True
a60fd51b-a46f-4c17-a12a-b8d317a5246a,Jimenez-Parker,HealthTech,Mid-Market,Midwest,davisphillip@levy-lewis.com,250000,2023-11-24,True
bca5e13c-34df-4bdb-bfc7-dafbcd015967,Williams Group,EdTech,Enterprise,Northeast,amitchell@jordan.com,50000,2023-03-26,True
77d7e921-3bd8-475a-9b01-54d3c7a95fe8,Diaz-Morales,E-Commerce,Enterprise,Midwest,michaelroberts@gordon-duran.com,250000,2023-05-21,True
1c09df06-ea5f-4c1c-93c3-1b3094f8ea96,"Becker, Wilson and Hester",HealthTech,SMB,Southwest,vbrooks@mcmillan.net,250000,2023-06-22,True
a9a2b440-0940-4c91-b6a2-9aad99d80a23,Porter-Williams,FinTech,Enterprise,Southwest,jenniferbrock@bryant.com,250000,2023-08-02,True
0222239a-8c2b-45cf-a066-deceef089f42,"Flores, Long and Jensen",Legal Tech,SMB,Southeast,brittney88@burns.com,50000,2023-08-21,True
8015932e-e640-4d8d-91c9-bda59ce5d176,Rivera-Rodriguez,PropTech,SMB,Midwest,ysilva@wiggins.com,50000,2023-06-26,False
f59c6e80-1436-48a3-b8ae-3f0b85be7fa8,"Patton, Parsons and Lane",HR Tech,SMB,Southeast,silvageorge@griffith.com,25000,2023-03-14,True
55f868af-fd02-4e46-a215-2fa62d6c61a6,Armstrong Ltd,InsurTech,SMB,Southeast,leescott@hernandez-vaughn.biz,50000,2023-04-08,True
