subscription_id,customer_id,product_id,plan_name,status,mrr,start_date,end_date,created_at,updated_at
ff0c397b-5ca5-4c58-bfca-7c027858da77,b9f19ffe-ddd9-428b-9a14-2b52879fc3f8,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2385.85,2021-05-16,2023-11-01,2021-05-16,2023-11-01
5537c595-cffd-4e70-83ae-839e3973d5bb,318b634b-4f17-4fbd-a1f8-8552bbd5abfe,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2499.0,2021-08-17,2023-02-01,2021-08-17,2023-02-01
7b3dbcf6-4907-44b3-9177-cdcce9a1d631,c17ed8ab-e5d7-4079-89b2-08c569f382b7,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Churned,289.41,2021-07-15,2021-12-01,2021-07-15,2021-12-01
b67e1e27-bab5-44f9-a14c-9a9a6f7b82ec,1f83571b-7496-4365-a065-f6abe9da650c,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Churned,89.4,2021-12-09,2023-03-01,2021-12-09,2023-03-01
09659f2d-5c7f-431f-ada9-51ca06cc4aa3,1865e2a3-48c7-423b-82c4-0339cf4c3d06,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,269.93,2021-11-30,,2021-11-30,2024-12-31
e28ceb15-786c-49fb-b140-db7a4ca55160,b399d909-b9a1-4b79-a845-674d40a195b5,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,599.0,2021-12-10,2024-01-01,2021-12-10,2024-01-01
e10f15c6-d8eb-42db-a067-c0a5037a78e5,41d7b22c-7105-4ae9-9060-47c93f2c02ec,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1199.0,2021-12-04,,2021-12-04,2024-12-31
e041b652-30ca-4bcc-8320-dff0ab223609,178a5b06-e279-49af-8a06-9fcb0f2ef13e,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Churned,265.05,2021-03-17,2022-11-01,2021-03-17,2022-11-01
b20fc16c-f898-4746-8a0a-735a927c6414,f7e1ccc2-0514-4bae-b70d-e11a5f74efbd,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1172.96,2022-01-18,,2022-01-18,2024-12-31
5f8a8336-32e4-4f61-8232-fa1f1e3360a1,dbd8ba82-847f-45ca-936b-26528984b94c,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,551.94,2021-09-06,2024-05-01,2021-09-06,2024-05-01
88902b76-d6e2-4662-acad-682455c1198a,3acc10d5-c954-437e-a637-f943d242e4ae,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Active,599.0,2021-11-12,,2021-11-12,2024-12-31
680140e8-6a62-4c8b-8398-8d6bc02bca79,d25001fd-4c10-4eeb-ae12-060db952aea2,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Churned,95.73,2021-04-01,2023-07-01,2021-04-01,2023-07-01
db4bfabc-a0df-4d14-bd29-8183d3ff5c7a,7a2b85d9-a591-42ee-ac25-30c54ab709e2,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Churned,96.36,2021-12-12,2024-02-01,2021-12-12,2024-02-01
6c4c8d95-c04a-48ad-8ebd-ffcbcc369641,c987316b-1092-46d1-8d1c-b5c5062d33a6,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,99.0,2021-04-15,,2021-04-15,2024-12-31
c86da45e-4e0a-48db-9d0f-b6a645fbb757,4adae61b-d40d-47d3-827b-877b06064cea,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Churned,1177.23,2021-08-17,2022-03-01,2021-08-17,2022-03-01
328460d6-765d-40cf-a4ab-4e79f2b74e69,f6a90d80-5dec-4c82-94f3-b91b0ccedeb5,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1099.69,2021-06-09,,2021-06-09,2024-12-31
55026144-d2e0-4a23-bbb8-263f83c50276,92b57bce-3a03-4665-8295-33839248ec75,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,287.49,2021-09-09,,2021-09-09,2024-12-31
0f19efef-6a26-4bc1-b93a-37f1c70593e2,b5b478b6-9f42-45b0-b036-16a2e92223df,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,276.95,2021-11-17,,2021-11-17,2024-12-31
ffcc17b0-6b5e-414f-ab64-b96070094084,7047b717-bf9d-4638-9966-8d78d6979b65,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,285.22,2021-04-10,,2021-04-10,2024-12-31
a5f2fd4b-0ebe-4189-96ce-e4c1a5ff9cd6,8de8ecab-f8e1-46ec-bfcc-954deb1d50e8,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2499.0,2022-06-21,2023-05-01,2022-06-21,2023-05-01
7ff9508a-3b96-4b92-89de-5afd5bd778bd,d8f17986-8044-4ecc-b8da-9437072c33cf,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,247.89,2022-02-28,,2022-02-28,2024-12-31
953a5655-f3dc-434f-aa88-45760fef01ef,e310eb3e-e295-456b-8245-eba329e885a5,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,542.92,2022-05-02,2023-10-01,2022-05-02,2023-10-01
293ad70a-7af3-43cc-a7b5-85bcd003c711,76f5dd00-591f-478e-93a7-2e5c6ff4a311,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,99.0,2022-07-14,,2022-07-14,2024-12-31
a3cad35b-9d5d-4db8-8799-885dd9635fd2,c719f478-b354-4e11-8034-c266c754d92e,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2468.48,2022-11-30,,2022-11-30,2024-12-31
6e33c10e-ca85-4ba0-a805-8e82d96201fd,4d59f976-edb2-4750-91cd-e20a94e135ed,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,587.1,2022-01-25,2022-12-01,2022-01-25,2022-12-01
f8210c3b-409f-4a4f-bbbd-5235f945c156,0158afbc-b40e-4f08-bc9e-8a18bb669926,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,299.0,2022-03-03,,2022-03-03,2024-12-31
e7fe5ec5-bd7d-48a5-8ccf-922f7c8197a9,dbe5b360-9a3f-4da9-938c-02a5af7e9bd5,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,280.08,2022-12-20,,2022-12-20,2024-12-31
6a9f3b6c-0ca0-4944-8e5e-cb91ba06f87e,e13b4e98-4bca-4a04-88b0-0f6d42a94773,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,97.34,2022-06-09,,2022-06-09,2024-12-31
f42732e9-ca0d-418b-bafd-546ff9c29b71,2a9da8e3-b693-457e-9b39-be0d78fce243,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2469.1,2022-04-19,,2022-04-19,2024-12-31
f0c0106c-bc12-4e05-b9d2-f077a3c368e7,36217d30-dc73-4ac9-890d-5f7e537ce277,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,99.0,2022-09-24,,2022-09-24,2024-12-31
9586dbeb-6187-446a-a24c-5e7eba0e7362,8c029d56-6a58-4aab-babf-ffef6600d8ea,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2499.0,2022-10-01,2023-02-01,2022-10-01,2023-02-01
7eb9259c-48fc-43c9-97ea-3901b03a24fa,6d5d863f-f6cb-48c4-bcc6-c993442702ed,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Churned,1199.0,2022-11-24,2023-08-01,2022-11-24,2023-08-01
821afc67-4102-42ec-b572-26a2c1c1266c,8066950b-2c1a-487b-904c-ca65ac98b42c,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2460.27,2022-05-04,2023-09-01,2022-05-04,2023-09-01
ec88837d-0125-4e38-9b61-3b3b9a28216b,cbc4a5e2-8180-419f-966e-7b074cad5806,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,294.28,2022-05-27,,2022-05-27,2024-12-31
bd812181-094e-4754-9bda-46c4a054e62d,808b6c36-0183-4b23-b577-9791f40c1a14,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2414.43,2023-02-07,,2023-02-07,2024-12-31
03229d4f-1e52-4796-8058-4cfcf63f175d,41d7739e-b2c5-40ad-852c-22190b2fb31b,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,99.0,2022-02-25,,2022-02-25,2024-12-31
3c9a6a8b-639f-421c-811c-1823a3999652,dca7d9ef-6e6e-4bc5-8b35-af39c8df63f2,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,599.0,2022-04-10,2022-07-01,2022-04-10,2022-07-01
b6c9b766-fa9f-49d4-8771-73494c088bd2,b2b2a893-bb26-4010-b13b-7cf5eb23f0ce,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Churned,278.03,2022-06-11,2023-09-01,2022-06-11,2023-09-01
072663ac-8365-4d95-86b6-0a1e57db7e3e,c2d07422-d305-4c85-9b9c-8882b0dad494,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,284.41,2022-08-03,,2022-08-03,2024-12-31
6914d9d8-9c6c-41b8-b1fe-32d195e87a34,ed1f6d08-66d7-49f2-9ecd-4fd8e7342646,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2301.94,2022-03-14,,2022-03-14,2024-12-31
573fe666-432b-4903-b79e-d118cc974cb9,ed1dc33b-7398-4c48-ba30-ecde161739e9,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1199.0,2022-04-03,,2022-04-03,2024-12-31
faaedd71-4036-45ba-ba16-ab781b8fbd2e,bb8f68c5-5061-4cd4-9d68-408d64e66d89,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Churned,99.0,2023-01-31,2023-11-01,2023-01-31,2023-11-01
62dccb2b-9143-4312-ac64-a51019ebcd25,26cade13-ea87-4391-823a-8213d2f916c7,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Churned,1156.06,2022-10-14,2023-08-01,2022-10-14,2023-08-01
05082478-401d-4d9c-b428-7c5359e9bdc0,bd397938-d8b4-4d9b-85e2-cfddba85c887,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,545.17,2022-11-19,2023-02-01,2022-11-19,2023-02-01
07919091-dde2-429a-ba10-d71ca5e6ae02,a57a062c-3fc6-49d7-b052-eb21ed2e8d1c,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Churned,1131.97,2022-10-14,2024-09-01,2022-10-14,2024-09-01
e52d87c3-85c5-440c-b82f-fa9a32ab59dc,eeef76bc-4956-4006-ae10-086f5d19dede,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Churned,1176.25,2022-11-08,2024-06-01,2022-11-08,2024-06-01
587d5f9c-c6a5-48a3-9561-156b41d32692,09d8eb0b-5901-4cc2-b7c4-88c93372d5fc,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2412.12,2022-05-02,2024-08-01,2022-05-02,2024-08-01
a05a3577-c365-4742-b954-f88914fe457a,c4fcf2ce-bd8b-42f5-993d-6ff230c3d5ce,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,599.0,2023-01-17,2024-07-01,2023-01-17,2024-07-01
29c3f3eb-aad0-4e23-ac5c-2b336cf595ab,259d3148-e9f8-49bc-aab1-dbaa998805b0,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2458.93,2022-02-21,2024-07-01,2022-02-21,2024-07-01
6978b850-a0e3-431f-b752-d9e35d7c0879,0938bdc3-1a5d-41f9-aa42-feec1afc9d43,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Churned,299.0,2022-12-31,2024-11-01,2022-12-31,2024-11-01
f99555ee-318c-48bf-950c-f85ccdc74a79,6fdcfc3f-4385-4e30-b710-558e9bf71f5b,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,599.0,2022-02-12,2022-06-01,2022-02-12,2022-06-01
fa4dbf98-af56-4385-9620-ec987da65e26,04858c0c-313b-4ee5-b316-e4e323c52823,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2499.0,2022-05-26,,2022-05-26,2024-12-31
7980eb9b-f82d-4b5a-adb0-a9f3fb63ca86,58ac05a2-7dbe-41f4-9a56-3fcbe42c33a1,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1198.91,2022-10-04,,2022-10-04,2024-12-31
6b34a357-c28c-49d7-84a7-7ce61588a11c,360e2c8d-204d-4559-a17d-2dc43917ee9e,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2404.28,2022-09-10,2023-02-01,2022-09-10,2023-02-01
aa69f1bb-727a-4c9a-952c-2ea0fe2087c9,bd011496-6c2d-4fbf-8dca-9cf6dd3f9273,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,79.9,2022-06-14,,2022-06-14,2024-12-31
6f427a5b-a890-40d5-99a0-6e7e30b8fdf9,132a0ea3-41ed-4e13-8f82-64185cea3bcb,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2439.33,2022-11-01,,2022-11-01,2024-12-31
1cf102e0-fea2-4d85-80c7-6c74a2430607,ac4dc53b-8eea-4ffa-a32e-ce4f6b30bf82,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2499.0,2022-08-06,,2022-08-06,2024-12-31
2003b02d-4c6e-440c-a7ed-3da9b57da13e,7bac539b-4fa2-46a5-a914-4835332689a3,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Churned,245.6,2022-02-23,2023-12-01,2022-02-23,2023-12-01
3e2cee3a-a362-4427-bfeb-8d0a59483336,04c821fb-ba66-40a9-b0e7-d91c19e0eab8,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2460.48,2022-09-29,,2022-09-29,2024-12-31
aab62b25-b8e8-4b9b-b7d4-cc548d1ccae5,f07036c8-4ceb-4246-bae4-68359293d177,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Active,574.45,2022-09-11,,2022-09-11,2024-12-31
ac1a553f-af63-4cd6-9c3a-d6d11ac615d2,cfeff74e-fce2-404a-b33a-112975cd78dc,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,98.05,2022-07-30,,2022-07-30,2024-12-31
7aeb154a-2f3d-4046-a7cd-ec01b7fa5c92,579ae187-1a4c-4770-9dde-f02e891eb467,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,98.57,2022-05-09,,2022-05-09,2024-12-31
e58540d8-042f-4d68-9624-1e7423e43991,7580520e-e315-4647-a1ce-2cd2bc15158e,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,272.88,2022-08-28,,2022-08-28,2024-12-31
3e17c1ae-dc6d-4fce-8384-b5bd553c5ce0,e85a130e-1d93-434c-a774-4b8030832d01,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,99.0,2022-06-06,,2022-06-06,2024-12-31
736426e1-8670-452a-9808-baebb31069a9,7aa1b3cf-9880-4ee5-aaf2-2349af6cef7d,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Churned,299.0,2022-03-21,2023-02-01,2022-03-21,2023-02-01
cd5162b3-7a5d-40af-92ce-1de66c87db6d,fcedcca0-8c8f-4251-bc48-308bef88efcf,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,93.35,2022-03-03,,2022-03-03,2024-12-31
8271cb0c-1d18-43d9-835d-b5b69567aa85,8c54a764-4413-4eee-8fdd-228177fcd202,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1199.0,2022-05-15,,2022-05-15,2024-12-31
89415e42-adec-4357-a810-df5a41a93a6e,552fb013-458f-4b92-be9e-313f3863aac4,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Active,2499.0,2022-02-25,,2022-02-25,2024-12-31
ad44f03d-1ec0-4c07-92ae-8bfe1ca5c715,53ca978a-03bb-49e1-a0a1-05f282edeb6c,bbf612a5-ae54-4831-896d-8283116e4125,Enterprise,Churned,2435.04,2022-10-05,2023-07-01,2022-10-05,2023-07-01
94b9941b-c259-44a8-a466-d74005a222ef,e65f4eb6-980b-4990-b792-f1ded2546023,40847d34-411d-4b12-b97b-e7a073dbc347,Growth,Active,299.0,2023-01-21,,2023-01-21,2024-12-31
cf0e6398-b479-45a9-bc1b-2cf04693de94,cd8d26d8-0632-40de-bf09-0fa28b3f8a05,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,88.91,2022-03-22,,2022-03-22,2024-12-31
0f2590eb-614e-4d8b-8b3b-6fb7c8c3d6e3,5ed9fa32-c841-4a35-9067-2ad61f077dbd,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1199.0,2022-10-04,,2022-10-04,2024-12-31
d1cb260f-1ef7-4644-a3ba-6cc67b6c95a0,5b02523c-bb6f-4963-9b99-bc7c7b12369f,218e59b8-3a8d-4ece-af11-1653231cdfac,Business,Active,1199.0,2022-04-09,,2022-04-09,2024-12-31
5e173688-7920-4d2a-a68c-c9bf40eb26cd,77f2636d-3677-47ee-9fc2-11a72cc1578d,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Churned,83.74,2022-08-02,2024-03-01,2022-08-02,2024-03-01
15b8dde1-2108-418e-8ee3-db4c8cfb3069,544196d9-6930-4441-8710-8957cc3a7548,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Churned,599.0,2023-01-07,2023-09-01,2023-01-07,2023-09-01
20a39a4b-9f1f-4d0b-92cd-69ac25a2681a,107ee789-db55-49f9-8ddc-f2e39084c32c,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,99.0,2022-06-02,,2022-06-02,2024-12-31
2432434d-7159-4f71-87d7-bbe1ba58d0e3,56acec89-d404-4966-b356-6a65b085007d,54e7afe9-2bc5-4dca-9416-b1820582daf3,Pro,Active,599.0,2022-07-08,,2022-07-08,2024-12-31
776e1c80-db2b-44bb-a1d6-5e59547c9a96,d10afdbf-3201-425b-8f5b-871d410f4869,7c6ac241-382d-48e4-81da-fafc21f9b832,Starter,Active,78.2,2022-08-22,,2022-08-22,2024-12-31
