bill_id,vendor_id,expense_account_id,bill_date,due_date,amount,status,description,currency,created_at
7f0d0e2d-2138-4905-a5ef-77e5859633fd,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2023-09-04,2023-10-04,5371.61,Paid,Amazon Web Services -- September 2023,USD,2023-09-04
c81c8e75-88af-4beb-98bf-226e06712738,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2023-10-03,2023-11-02,5664.35,Paid,Amazon Web Services -- October 2023,USD,2023-10-03
5dc45d5e-c367-477d-b3bc-5f7202e8c9f3,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2023-11-07,2023-12-07,5387.92,Open,Amazon Web Services -- November 2023,USD,2023-11-07
dbe81556-0eea-4f27-8ced-6746f4586580,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2023-12-06,2024-01-05,6075.1,Paid,Amazon Web Services -- December 2023,USD,2023-12-06
fca36ffe-c71e-4502-b388-cc7c34116118,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-01-05,2024-02-04,5801.22,Paid,Amazon Web Services -- January 2024,USD,2024-01-05
50680580-66af-4182-87f3-7b697813c006,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-02-02,2024-03-03,7101.48,Open,Amazon Web Services -- February 2024,USD,2024-02-02
20c5df80-9205-4b6c-91a8-8c1f40d21fdb,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-03-07,2024-04-06,5018.48,Paid,Amazon Web Services -- March 2024,USD,2024-03-07
ebcd2152-1419-4e80-a49c-77ed827dd7ff,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-04-07,2024-05-07,6257.98,Paid,Amazon Web Services -- April 2024,USD,2024-04-07
627b7358-587e-4b6b-b60f-6213dd966c62,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-05-05,2024-06-04,7326.97,Paid,Amazon Web Services -- May 2024,USD,2024-05-05
2333afaa-b140-4515-88ae-3664bb0a5b71,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-06-04,2024-07-04,7480.68,Open,Amazon Web Services -- June 2024,USD,2024-06-04
16bbad8f-c43f-479b-8e67-1b13b663277a,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-07-04,2024-08-03,4335.41,Paid,Amazon Web Services -- July 2024,USD,2024-07-04
365379fd-ab1d-44e0-88e2-e073918f2864,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-08-06,2024-09-05,5646.3,Paid,Amazon Web Services -- August 2024,USD,2024-08-06
500acdf7-1304-42d4-b298-f85debe75fcc,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-09-06,2024-10-06,7688.38,Paid,Amazon Web Services -- September 2024,USD,2024-09-06
841e22b7-5396-4c82-8fe9-9053d2a061a6,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-10-05,2024-11-04,5990.56,Paid,Amazon Web Services -- October 2024,USD,2024-10-05
ac4f19e6-5d36-42a5-9ac0-b4e0ad4c01a5,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-11-03,2024-12-03,6972.52,Paid,Amazon Web Services -- November 2024,USD,2024-11-03
02249cf8-7813-431e-b469-b7a7cb66c916,6151e947-dee9-4bf3-96cb-cb0b0b7c4753,76cd4070-0590-4ff0-ba1f-b2f713487362,2024-12-04,2025-01-03,7653.79,Paid,Amazon Web Services -- December 2024,USD,2024-12-04
2095d5c4-f07a-48ea-a67b-6b03a2613531,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-01-05,2021-01-20,143.12,Open,Stripe -- January 2021,USD,2021-01-05
ebd737c8-ea5d-44a7-8f8a-5856b326948e,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-02-03,2021-02-18,103.57,Paid,Stripe -- February 2021,USD,2021-02-03
c6fe44cf-fed2-4ba5-a7ca-3d472238c3b3,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-03-05,2021-03-20,240.82,Paid,Stripe -- March 2021,USD,2021-03-05
78b0f855-f047-4745-9f24-cc18cfcfa5bd,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-04-05,2021-04-20,151.31,Paid,Stripe -- April 2021,USD,2021-04-05
6f6748c6-447e-4492-aba5-52bb86289828,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-05-03,2021-05-18,203.05,Paid,Stripe -- May 2021,USD,2021-05-03
84879f7b-b315-4c09-82c0-483d00caf087,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-06-02,2021-06-17,142.26,Paid,Stripe -- June 2021  ,USD,2021-06-02
547cc2d3-ff2d-461d-98f8-16aa9b5f058f,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-07-06,2021-07-21,142.04,Paid,Stripe -- July 2021,USD,2021-07-06
0a5adeaf-8a71-41c1-bb83-9e3ba28a9220,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-08-04,2021-08-19,264.73,Paid,Stripe -- August 2021,USD,2021-08-04
9a1da14c-bdef-49d9-b8aa-9c60dca5e030,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-09-03,2021-09-18,267.96,Paid,Stripe -- September 2021,usd,2021-09-03
1f16fb0d-f55a-4ca0-930c-ea465361184f,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-10-07,2021-10-22,209.27,Open,Stripe -- October 2021,USD,2021-10-07
40fe64cb-ca29-4cb7-a667-987aadb773c4,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-11-03,2021-11-18,163.14,Paid,Stripe -- November 2021,USD,2021-11-03
52217497-8d25-464c-aa0e-aaec68309e10,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2021-12-03,2021-12-18,369.09,Paid,Stripe -- December 2021,USD,2021-12-03
ad982639-76bd-4891-9f68-52f7f1788a57,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-01-02,2022-01-17,214.31,Paid,Stripe -- January 2022,USD,2022-01-02
17b2a78e-5860-4a85-bfd2-93910afc4765,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-02-07,2022-02-22,253.12,paid,Stripe -- February 2022,USD,2022-02-07
0c44c9ef-79a7-42f5-a12c-54505ad1a20b,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-03-06,2022-03-21,329.83,Paid,Stripe -- March 2022,USD,2022-03-06
9031ffb7-20e3-416b-abde-cb786eda2c87,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-04-02,2022-04-17,295.79,Paid,Stripe -- April 2022,USD,2022-04-02
73e0f57d-fa8a-4096-9bb6-9a2f9dca01bf,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-05-02,2022-05-17,347.6,Paid,Stripe -- May 2022,USD,2022-05-02
1ebf2ff9-7662-48d6-b98e-854caf2c5913,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-06-03,2022-06-18,351.91,Paid,Stripe -- June 2022,USD,2022-06-03
21e78ee7-77a8-4817-81e3-6f51f2f7b0be,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-07-07,2022-07-22,295.26,Paid,Stripe -- July 2022,USD,2022-07-07
30a255cf-3885-4278-a691-36212c789c31,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-08-07,2022-08-22,433.14,Paid,Stripe -- August 2022,USD,2022-08-07
376655bd-a191-4004-8fd8-8546ef7a08f6,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-09-04,2022-09-19,173.92,Open,Stripe -- September 2022,USD,2022-09-04
7660ef36-6654-4fbb-adce-ade2b7c54be9,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-10-04,2022-10-19,298.83,Paid,Stripe -- October 2022,USD,2022-10-04
c3b2fb92-a5d3-496b-be91-976592f54fd3,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-11-06,2022-11-21,244.38,Paid,Stripe -- November 2022,USD,2022-11-06
cf748638-7d11-41e7-91c4-477209be3d9d,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2022-12-02,2022-12-17,261.11,Paid,Stripe -- December 2022,USD,2022-12-02
3254a448-6df7-4f1d-b67b-b93cb04885bd,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-01-03,2023-01-18,321.79,Paid,Stripe -- January 2023,USD,2023-01-03
51437019-026c-40c6-bb77-bc60937564db,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-02-05,2023-02-20,349.74,Paid,Stripe -- February 2023,USD,2023-02-05
826140b6-d235-4fa0-8bd8-a5965eb92104,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-03-04,2023-03-19,377.39,Paid,Stripe -- March 2023,USD,2023-03-04
545fa46e-3bb5-4dfd-a4a3-58a5ce12f080,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-04-02,2023-04-17,302.82,Paid,Stripe -- April 2023,USD,2023-04-02
5959b80f-0155-403f-9dbd-ca8524188dd6,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-05-02,2023-05-17,298.09,Paid,Stripe -- May 2023,USD,2023-05-02
020e5c2e-27de-417a-817e-1d56b7ecb39a,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-06-03,2023-06-18,523.37,Paid,Stripe -- June 2023,USD,2023-06-03
db39cc6e-a943-447e-adb2-eb1f9be964b3,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-07-05,2023-07-20,337.73,Paid,Stripe -- July 2023,USD,2023-07-05
fde9648d-7e14-4c9e-b288-0cb4b204a134,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-08-07,2023-08-22,455.28,Paid,Stripe -- August 2023,USD,2023-08-07
92bcbde4-ceed-4405-ab7d-e860b6f49bde,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-09-02,2023-09-17,439.95,Paid,Stripe -- September 2023,USD,2023-09-02
5b454bea-233e-46c4-ba35-903e248c5eed,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-10-06,2023-10-21,548.26,Paid,Stripe -- October 2023,USD,2023-10-06
5b353b55-c35d-46f4-ad2b-0f89fe2c9093,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-11-02,2023-11-17,497.71,Paid,Stripe -- November 2023,USD,2023-11-02
d28d6bd8-ed69-452b-9494-ea9d07910cf4,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2023-12-07,2023-12-22,632.87,Paid,Stripe -- December 2023,USD,2023-12-07
d57df528-e2fe-4cf7-8110-09a0312c81a2,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-01-06,2024-01-21,312.92,Paid,Stripe -- January 2024,USD,2024-01-06
45f0a6d2-162f-4985-9b70-64f7165f3533,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-02-07,2024-02-22,374.83,Open,Stripe -- February 2024,USD,2024-02-07
5761b8fe-2f60-4584-8cab-86bd8d3f2c87,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-03-02,2024-03-17,507.44,Paid,Stripe -- March 2024,USD,2024-03-02
d85f81ed-ce80-4142-8e87-56ec9d6bc9b7,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-04-06,2024-04-21,439.72,Paid,Stripe -- April 2024,USD,2024-04-06
fb474665-33cd-40d5-82d3-0604c6676dd6,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-05-07,2024-05-22,496.1,Paid,Stripe -- May 2024,USD,2024-05-07
ea422455-d270-4e2f-8c51-cc6ec0569a81,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-06-03,2024-06-18,394.15,Paid,Stripe -- June 2024,USD,2024-06-03
e8e960ca-ff6d-4005-9ff5-d9dd8b870bee,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-07-07,2024-07-22,541.53,Paid,Stripe -- July 2024,USD,2024-07-07
c92a06e5-0d5d-4644-8938-77c57466c1e0,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-08-06,2024-08-21,693.88,Paid,STRIPE -- AUGUST 2024,USD,2024-08-06
6487806f-5bd4-46db-87a5-e081551e590d,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-09-06,2024-09-21,448.32,Paid,Stripe -- September 2024,USD,2024-09-06
2c286808-1541-4808-a33b-22b9147198c6,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-10-04,2024-10-19,328.71,Paid,Stripe -- October 2024,USD,2024-10-04
60f9c2ac-54e0-4c0a-a466-67b47e89bd08,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-11-04,2024-11-19,726.39,Paid,Stripe -- November 2024,USD,2024-11-04
039bec38-2646-4273-8103-540fab4102ef,8ae7fabf-9e1d-49ba-a665-3b8d38153aad,b47462ee-0880-4394-b67c-b56fd3b97ab8,2024-12-03,2024-12-18,470.34,Paid,Stripe -- December 2024,USD,2024-12-03
ae285e80-ecff-488a-be35-294d8956aab7,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-01-02,2021-02-01,534.55,Paid,Salesforce -- January 2021,USD,2021-01-02
8a99f2e3-d03e-4248-84e8-e3bf0466e1e3,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-02-06,2021-03-08,526.47,Paid,Salesforce -- February 2021,USD,2021-02-06
1fd3dff4-289c-4c03-a3d6-579de8882647,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-03-05,2021-04-04,520.22,Paid,Salesforce -- March 2021,USD,2021-03-05
6f1d9e9f-76c5-424a-a9a4-8233de294c1e,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-04-03,2021-05-03,547.22,Paid,Salesforce -- April 2021,USD,2021-04-03
61a7cc91-4c9c-46cc-bd91-fdd6194a1a1b,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-05-04,2021-06-03,569.77,Paid,Salesforce -- May 2021,USD,2021-05-04
6e8c0c25-133c-4ab5-821c-1c68b208b6d3,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-06-03,2021-07-03,569.46,Paid,Salesforce -- June 2021,USD,2021-06-03
fddc998d-6d1e-45a2-bdf8-2fe659e6aac6,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-07-02,2021-08-01,661.9,Paid,Salesforce -- July 2021,USD,2021-07-02
53c922c2-53c1-4c12-9483-e844438c553d,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-08-04,2021-09-03,629.11,Paid,Salesforce -- August 2021,USD,2021-08-04
786511bd-8354-42fc-a855-e628f3f18c01,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-09-07,2021-10-07,679.28,Paid,Salesforce -- September 2021,USD,2021-09-07
5b7c2c93-bbb3-4d41-b029-66ffbb9a0951,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-10-03,2021-11-02,700.08,Paid,Salesforce -- October 2021,USD,2021-10-03
8d0f320e-895b-4c02-b33a-71569c6a96cf,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-11-02,2021-12-02,689.12,Open,Salesforce -- November 2021,USD,2021-11-02
567480bd-4d3d-4b01-ae77-1d8e1dcbe87b,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2021-12-07,2022-01-06,731.97,Paid,Salesforce -- December 2021,USD,2021-12-07
a80806f4-af96-474a-b1f2-b878758dacb9,6196e4cd-b837-4819-a099-5230cd9dfbc8,6aa21452-3615-4dfd-bef7-740f4446e410,2022-01-04,2022-02-03,718.29,Paid,Salesforce -- January 2022,USD,2022-01-04
