payment_id,invoice_id,customer_id,payment_date,amount,payment_method,currency,created_at
47907b68-2054-40ae-98fe-0f059ad5e391,f92fa033-5b81-47f9-aa71-eb98253d0573,94366ae4-c6b2-4556-bb46-8c8df9354f71,2024-06-25,599.0,Wire,USD,2024-06-25
efbcd8f8-afc3-42b3-8d4f-dc39986d64d4,fd68a1fb-4413-4598-9786-c059add26a6d,94366ae4-c6b2-4556-bb46-8c8df9354f71,2024-07-13,599.0,ach,USD,2024-07-13
ce16d481-1d2d-4431-b45e-5284a895daf6,9be46936-d3e7-43fb-a675-cb5c1835c60e,94366ae4-c6b2-4556-bb46-8c8df9354f71,2024-08-13,599.0,Check,USD,2024-08-13
b9c89a83-cb6c-4c38-bc03-ce71d0d11878,8ccb25c8-cada-48e7-99b1-a405e76e721c,94366ae4-c6b2-4556-bb46-8c8df9354f71,2024-09-20,599.0,Wire,USD,2024-09-20
bd67cd12-3b8a-448e-93d1-d0704048b63f,cd78738a-b13d-4223-b079-c7a63d88f311,94366ae4-c6b2-4556-bb46-8c8df9354f71,2024-10-08,599.0,Wire,USD,2024-10-08
212555b3-717d-41c3-a2c3-6c1fa4eec78a,7c66b2c4-e427-448f-aada-96c2603e9d5e,94366ae4-c6b2-4556-bb46-8c8df9354f71,2024-11-13,599.0,ACH,USD,2024-11-13
6b03066d-f0c6-4a7c-bec4-1a03b45c6dc1,d12bc7fa-5e4f-4bd8-bb4c-6bd6a35650ee,94366ae4-c6b2-4556-bb46-8c8df9354f71,2024-12-14,599.0,ACH,USD,2024-12-14
0fe4bf8b-956d-4b46-b4c3-2c32f3f1d412,08622df0-4c14-4015-910a-c51250995f09,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2021-08-11,299.0,Credit Card,USD,2021-08-11
255b6f2b-18f9-4a47-9bd6-7442adaf4f80,bcbb94a5-ddd4-46a1-bb53-14577c2fdaa3,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2021-09-08,299.0,Check,USD,2021-09-08
446b53d8-47b9-4586-a596-f7fb22c81c07,29207a16-1743-4fc8-94b7-efb2055b1cd3,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2021-10-11,299.0,Credit Card,USD,2021-10-11
488e37ae-0955-4377-86f2-64775e775c84,8e3a8b86-0080-405d-ac4c-5a5238ee0509,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2021-11-06,299.0,Wire,USD,2021-11-06
8c4d5dfa-b041-4e4b-b557-4698795782c8,23a1d0e2-bfae-4601-9156-fe2b48bcacf1,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2021-12-04,299.0,ACH,USD,2021-12-04
f9872e95-4cf2-40c3-9482-95ab9f4ae95a,0c355e67-4455-4395-b730-cf7469f04aa7,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-01-13,299.0,Wire,USD,2022-01-13
d73eae60-5777-4445-bdc0-800b330479bf,c84a2476-647e-4300-b57b-be2772847edc,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-02-25,299.0,Wire,USD,2022-02-25
bee0f66d-cc79-448a-b8a2-18db3ef08451,43f424da-e3a8-4d32-9255-29f371a79c05,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-03-24,299.0,Wire,USD,2022-03-24
28e3a793-4a89-4bfe-8ce8-4c74ea9d6d0a,eeeeb5fb-16fc-4365-b0a9-9e590a96a9c7,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-05-02,299.0,Wire,USD,2022-05-02
e2345be4-d7c9-48d2-9b12-674fbe859bb1,41f46c94-88b9-4194-bed8-b7243cfc0b46,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-06-03,299.0,ACH,USD,2022-06-03
7b44ccae-c1fc-4ee2-adbf-b8423fac1ad0,084c8c5b-88af-40bb-8e16-2251bcd303f0,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-06-14,299.0,ACH,USD,2022-06-14
757f7854-ff15-4283-b0d9-361ecb68f0ad,afc9c8f5-cb77-42dc-998c-93a845169d69,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-08-13,299.0,Wire,USD,2022-08-13
a39a4179-0f1c-4efe-86ae-8bc89b139156,836ffc30-0bc2-48ed-8a8a-4fdb2681ea92,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-09-29,299.0,Credit Card,USD,2022-09-29
9aa2c567-f50f-40f8-9eae-7b3de4f72519,c83f4625-0d2d-4970-bff7-de698d5ae839,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2022-12-19,299.0,Check,USD,2022-12-19
17ef0c5e-9be2-4ad1-a78c-255ac8142cd2,66c55ee9-566e-4021-bd75-d49721d5f4ba,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-02-02,299.0,Wire,USD,2023-02-02
8cdf1be6-7a85-4564-ae57-484424e9fdbc,79369670-a44d-4402-9e32-b84692256359,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-02-10,299.0,Credit Card,USD,2023-02-10
19b200a9-b204-4cf6-b05e-0af46b4dd1a2,ea9025e8-7375-4804-94e1-523a93782cbd,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-05-02,299.0,Check,USD,2023-05-02
9a893371-a473-45c6-b5e4-7edf191f6a5b,83a31c3e-e5d6-44d0-a538-6a1c83ea211f,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-06-03,299.0,Check,USD,2023-06-03
366d0afa-584b-444d-8228-2a147b33b94b,d60fc8f2-abfc-4cb4-a5c1-82264f84ef95,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-06-22,299.0,Wire,USD,2023-06-22
cb9caf2f-c9a0-4323-859f-337fb89e407a,aaf5b52e-fabd-4b17-85da-7347939e7951,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-07-29,299.0,Wire,USD,2023-07-29
964cc4d1-d2d7-4567-b585-905425788e4c,394cdcb6-22c5-44d8-b907-5daee7d0dd08,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-08-30,299.0,Wire,USD,2023-08-30
c584a934-a294-4ace-99b9-323bf6ec4300,6837af80-b654-403b-ad25-7fb45ac6b8da,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-09-20,299.0,Credit Card,USD,2023-09-20
840f4786-45dc-4cba-9fa3-5a9f162e6c75,0f150321-db11-426c-98ff-8d3417dbae4b,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-10-15,299.0,Wire,USD,2023-10-15
51a32caf-89ec-4019-b0e3-54daf77e5b1a,14e67a39-dfc8-4317-b6e4-6a26224b91f4,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-11-06,299.0,Check,USD,2023-11-06
9d110ce2-c9d2-45e6-8a91-55eb98d97be7,4686e001-637e-438e-b8ad-2483cc530b9f,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2023-12-06,299.0,ACH,USD,2023-12-06
14df5697-0b81-4411-a054-97f16c6a0456,cd63f861-6313-4612-b11d-9a5222fbc279,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-02-04,299.0,Wire,USD,2024-02-04
7bc6d176-6908-4379-817a-e52f62eca188,af515446-03d9-4d28-ba66-79f13c4a2e70,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-02-27,299.0,Wire,USD,2024-02-27
37fc1b8a-8171-449c-8548-4ef40e62cac0,c96ac620-c1df-493a-b9ee-f42523ca3d74,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-03-11,299.0,Check,USD,2024-03-11
12cb573b-6434-43b8-a02b-36de48f0c9f2,7c95250e-839a-48f4-b0c4-6b841a334fd7,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-04-25,299.0,Check,USD,2024-04-25
1f64ce6a-a748-4f08-a84c-03c7645c9d79,31e43e3c-a14b-4788-a76d-09b6dfdb3a97,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-05-28,299.0,Wire,USD,2024-05-28
3dead725-1ba5-4930-8aef-4cefbfb5bc44,b7e9052f-600f-4add-ac05-aa874c3c0665,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-06-13,299.0,Check,USD,2024-06-13
1d2de4c5-b09f-4191-9753-95a8dac49db1,f5e9ba9c-eef7-412d-b9c8-afdd1a50823c,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-07-07,299.0,ACH,USD,2024-07-07
6c3ca84d-d465-401c-9152-eb270518ae76,776b0e5b-71e1-4326-adcb-9c21844054e0,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-08-25,299.0,Wire,USD,2024-08-25
3ffc47a4-a363-49c4-bd1b-23cc501f8378,ba99ff15-247c-41b6-904a-ac8e392381ad,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-09-17,299.0,ACH,USD,2024-09-17
e081e1b5-6533-4290-ab92-ff7333a86906,ae54871a-5a5a-4eab-96ff-e07850bd090d,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-10-12,299.0,Credit Card,USD,2024-10-12
85b9d9ed-b7f8-4383-a52c-369f57ee6bb7,d6a33d8c-edf8-4b36-8a78-e07babae330e,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,2024-11-08,299.0,Check,USD,2024-11-08
477a2ecf-40b3-482f-b4ea-2e8954c760e2,1c2e5ebd-ab5b-46cb-b86c-fcd2ab0a3b60,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2021-06-19,1199.0,Wire,USD,2021-06-19
8f320dac-6986-4b17-929f-8930a34b9101,40c25f3d-1e8c-4722-98ee-0d1cd825e666,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2021-07-31,1199.0,Credit Card,USD,2021-07-31
29a92e5d-9629-40f2-97c6-5394c4725ffe,420da041-dad7-4ad8-b2a2-2989aba1c95e,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2021-08-27,1199.0,Credit Card,USD,2021-08-27
acc8b47f-4ca1-4f40-9a44-fbb5db1b682a,54cc7f0e-195c-45d6-8882-3d543cdd80ff,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2021-09-26,1199.0,Wire,USD,2021-09-26
d07ad4aa-c1ff-4b0f-96a4-25b6fa269bfe,7b6b4612-a8a1-47d8-8529-2dde10e4a34d,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2021-12-11,1199.0,Wire,USD,2021-12-11
2913a5e2-d17d-4563-9bc1-108d470a1355,62e83048-bb7d-415c-90e8-a8b00f08eea9,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-02-02,1199.0,Check,USD,2022-02-02
79ee7ca6-16e4-4f47-a459-6ea106a70b41,b6b54b7b-f858-416d-8c80-5d7a0d726c94,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-03-05,1199.0,Check,USD,2022-03-05
76f74dd1-d442-42c5-8a24-989579de2255,4ad59b56-c5fa-4fa7-b0eb-c53fc97a9b56,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-03-28,1199.0,Check,USD,2022-03-28
75583bca-694b-4956-a547-951e2a404cf6,3d9116ab-87ee-4185-8aaa-dcb1845006a9,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-04-20,1199.0,ACH,USD,2022-04-20
8c5b9e1c-0c4b-4c57-87c8-c9bcc9a1587a,209481f0-93e3-4364-87c8-15a1f540f30e,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-06-02,1199.0,Check,USD,2022-06-02
3a3ef543-f891-47b2-a2c1-6a28d17a299d,4b51e0ce-afc0-4332-aa60-9012ce0a40eb,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-07-08,1199.0,Wire,USD,2022-07-08
f678d888-568c-4373-ab1a-838065a09e37,b884aed4-8822-4d0d-b2fe-a3f30c9319af,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-09-13,1199.0,Wire,USD,2022-09-13
9da285d0-bec5-4175-b4f7-e583ebe7436a,833e8fb5-bf64-4435-99cd-869a512a217c,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-10-15,1199.0,credit card,USD,2022-10-15
fc0fd3c3-ac60-4e6d-98c9-80d1d9224ed3,5cd64f40-6405-499e-ba40-68f33d7c3741,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-11-13,1199.0,ACH,USD,2022-11-13
5cd108e8-76b6-4aad-a755-91b25421a0ae,16e3427c-924e-45ac-8d5c-74aac5c3f1c3,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2022-12-11,1199.0,Credit Card,USD,2022-12-11
8a6ef3a5-fcba-4375-8ea9-65e22e6e352e,a1265bff-3f7a-47b8-ad8c-cb90c270753d,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-01-20,1199.0,Wire,USD,2023-01-20
21567991-1140-4511-bae1-8ac4e5caec37,5f4535cd-8fe6-4270-be91-57dfa2b169c2,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-03-07,1199.0,Wire,USD,2023-03-07
521463ee-4fbb-4487-8618-2ef728075f75,e768a989-d73a-4310-989f-43ef70b4929a,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-04-05,1199.0,Check,USD,2023-04-05
f494fadb-10cc-40a5-99c2-30ee2861e2ec,caf30959-33e1-49cd-8b73-fe16406047dd,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-04-11,1199.0,Wire,USD,2023-04-11
95d93635-e3bb-44f4-a9e5-cd8eb917cf53,c84b0f28-9a8a-44b1-8ed0-712d58ddd43e,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-05-07,1199.0,Check,USD,2023-05-07
341702cb-007c-4b30-a62d-d9395d15531a,8c3fb0ea-40a9-44e1-873c-e0c3ee1c64f2,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-07-03,1199.0,Check,usd,2023-07-03
75717cbd-556b-4e7b-9215-f9c46c589a07,c898b3e3-0c23-4fcc-adc5-3d8dd084659d,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-07-21,1199.0,ACH,USD,2023-07-21
45ca302f-2f18-4d60-96db-146440207b4f,d00953b0-fb7a-4baf-a108-3e33da072f6d,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-08-31,1199.0,Credit Card,USD,2023-08-31
87580205-a5d6-4421-8ca5-27094a9ce34f,b4b1f105-83ed-416d-b095-75e554e2fd63,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-10-01,1199.0,Wire,USD,2023-10-01
524a5a7c-1938-4b61-b7b3-685d625ad740,72689339-ee3c-4ffa-952c-45e997053623,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-10-18,1199.0,Credit Card,USD,2023-10-18
65b50206-6be4-4ddf-888e-7dab07fdc95b,14fb0c2b-6f11-4cbe-85f5-ed36fea61c75,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-11-07,1199.0,Wire,USD,2023-11-07
a59a41fe-bdeb-458d-8d65-45d379430cb3,5356014b-97c4-4f40-8899-77dbcaadbf99,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2023-12-06,1199.0,ACH,USD,2023-12-06
0c93f911-7ced-4125-98f5-944783cee91f,ceb5d054-6bf6-41dd-8a64-d55ff89df5f3,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2024-02-04,1199.0,Credit Card,USD,2024-02-04
07b6c75d-a8ba-479d-959d-ab7c8613116e,766ee854-5056-4726-951f-4006294bc669,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2024-03-04,1199.0,Wire,USD,2024-03-04
00a254a7-8233-48d7-88b8-4a87d69ceaff,65de76ce-165a-4811-97cb-ffddf49588d0,26867c91-78c1-4fc7-9af8-daf60a13a0c6,2024-03-13,1199.0,Wire,USD,2024-03-13
b9e5d0a0-3728-40bf-a98d-fa5529c3bc29,ed70c4ca-d57f-4527-b76e-1dc16db8d271,0998cb51-d2ef-4285-baa7-ab7ee473007d,2021-09-10,299.0,Check,USD,2021-09-10
e11dd662-bafb-4fb4-8712-3472ebc197e8,bb709498-60cc-43e9-8df3-7e544420a179,0998cb51-d2ef-4285-baa7-ab7ee473007d,2021-10-16,299.0,Wire,USD,2021-10-16
4400a20e-b7c8-4d84-9ab0-a7fee0fe0ded,56ec86d0-45bd-41c9-af15-37a54a3537e0,0998cb51-d2ef-4285-baa7-ab7ee473007d,2021-11-05,299.0,ACH,USD,2021-11-05
f9145929-a2db-4d55-b34a-16e2166fd16e,7389aeba-4b1f-47aa-a9c0-80f4ee968bce,0998cb51-d2ef-4285-baa7-ab7ee473007d,2021-12-04,299.0,Check,USD,2021-12-04
73418839-6b5e-4e15-9b7b-12d4b8821717,034c316d-2ae5-4700-8572-3d72892b9ada,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-02-12,299.0,Wire,USD,2022-02-12
a97d8cb6-5969-40b6-8038-3c5935465246,a44c5e17-6fb2-4e5b-b4f8-b4e48ca76937,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-04-18,299.0,ACH,USD,2022-04-18
91658ae1-9813-4c38-b632-5d9dea2577dc,0aa64940-6751-456e-8f5e-a93ad7d112e7,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-05-18,299.0,Check,USD,2022-05-18
f32f9112-ace6-418e-8cef-d54f93967e38,bd0e891a-b66b-4d14-b25f-90b16279ff63,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-06-09,299.0,ACH,USD,2022-06-09
effe7378-8412-40c2-a0b9-a29f68b8716b,8ac5f7ac-6fcd-4e87-b5cc-1ae9606578b6,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-07-18,299.0,Credit Card,USD,2022-07-18
707a8d6e-7e9d-4843-b249-a240509eb705,48701c51-2b5d-4614-8dc0-9b62318a5ee5,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-09-01,299.0,Credit Card,USD,2022-09-01
b9203355-e29d-48ea-8241-88d7ae7d58e0,b185011b-f3e7-4768-86c5-0c38a63413f7,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-10-08,299.0,Wire,USD,2022-10-08
f3083385-ffc9-46b1-9add-74fa3c39b11a,4f6a9add-ecf8-4f48-9d4d-7d6c7bfd1737,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-11-19,299.0,Wire,usd,2022-11-19
89b9fe2a-f967-4715-b622-72dce1c0536c,4dc4a744-7c31-4d6a-acdc-c62d4c6fbcd1,0998cb51-d2ef-4285-baa7-ab7ee473007d,2022-12-04,299.0,ACH,usd,2022-12-04
bbbdac4e-2742-4e37-a439-1f8af4f1f473,8a192677-2543-40fe-b228-35fbee32aa6e,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-02-11,299.0,Wire,USD,2023-02-11
92a6aece-79f7-4034-b2fb-3d85525ccffe,d3109cb4-5bdb-41cb-a8c3-3059e7eae3b5,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-04-01,299.0,Credit Card,USD,2023-04-01
e277011b-cab4-4a6e-a036-a2aeeda30d5a,c859f44b-8f5c-4333-a35e-f14df5ce126e,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-05-05,299.0,ACH,USD,2023-05-05
b5c7b297-ec36-4aaf-8062-f85c42f66b15,6dd3f969-cfbc-4816-a3c5-6baf048d0e11,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-06-25,299.0,Check,USD,2023-06-25
b97ff42d-5a2d-46ae-9aab-66ae288f6477,9868259e-8724-484b-823d-3e9e28878205,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-08-01,299.0,ACH,USD,2023-08-01
373eacaa-92d5-492a-b3c1-b73f10122f60,ac859697-71b3-4329-ba86-51db45dd0102,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-08-22,299.0,Wire,USD,2023-08-22
2e1eac5c-b9c2-4389-8554-145cb1017ace,8423bb74-a328-4fe9-8110-38e6dc0e606f,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-09-28,299.0,ACH,USD,2023-09-28
3e8ed889-79bc-445a-bc26-086c95401d4d,da8a43b8-539b-45d9-99e4-73285732b5dc,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-10-12,299.0,Wire,USD,2023-10-12
f94e4da8-32c6-42d8-b785-39cb995577db,ae7892c0-6328-4555-8c72-fe56ce84e59b,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-11-08,299.0,Wire,USD,2023-11-08
c2e0324d-e984-45c9-be64-ff410e578e21,a7fd1990-5db0-45fe-9c13-7cd6c870b2ff,0998cb51-d2ef-4285-baa7-ab7ee473007d,2023-12-05,299.0,ach,USD,2023-12-05
10c00e41-6d3d-458e-aded-bb1923d7fbed,e3b28101-d10f-41f2-a341-3d821a0a79fe,0998cb51-d2ef-4285-baa7-ab7ee473007d,2024-02-04,299.0,Check,USD,2024-02-04
