invoice_id,customer_id,subscription_id,sales_rep_id,invoice_type,invoice_date,due_date,status,total_amount,currency,created_at
d97378c7-29fd-487d-a584-dc95d4c5362f,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,49ccea83-fbe9-481d-a65f-da055a593453,Subscription,2022-06-01,2022-07-01,Paid,599.0,USD,2022-06-01
e6d56626-0437-455e-bdad-ba489a3f7529,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2022-07-01,2022-07-31,Paid,599.0,USD,2022-07-01
5c49c785-0264-473a-afc1-dc36918c8702,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2022-08-01,2022-08-31,Paid,599.0,USD,2022-08-01
a646bd2b-5fef-4f3d-aae8-4e35cee41c72,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,49ccea83-fbe9-481d-a65f-da055a593453,Subscription,2022-09-01,2022-10-01,Paid,599.0,USD,2022-09-01
0649f70f-2d05-4c9d-9945-082e3330719c,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2022-10-01,2022-10-31,Paid,599.0,USD,2022-10-01
b8abda3b-2d47-4cb9-bb80-3564b9dd55e3,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,c12723ce-0149-468a-9884-6138be620784,Subscription,2022-11-01,2022-12-01,Paid,599.0,USD,2022-11-01
79cfce1f-9cf9-495a-a368-ae8dd94ce316,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,3864e01c-72bf-4a0b-8e9d-6c5afba4ba2b,Subscription,2022-12-01,2022-12-31,Open,599.0,USD,2022-12-01
90815723-e2f2-486f-a328-d8b491c3ebab,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2023-01-01,2023-01-31,Paid,599.0,USD,2023-01-01
3e7ed490-1282-4e4b-8c14-ba9c22c69892,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,ddedc4ab-c131-49a4-84f0-e1c0b0eaddfc,Subscription,2023-02-01,2023-03-03,Paid,599.0,USD,2023-02-01
e8545357-f6cc-41ad-95f4-4d5aa2fcb0ab,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,aacfc591-11bb-4b2d-b2eb-11eb32826af5,Subscription,2023-03-01,2023-03-31,Paid,599.0,USD,2023-03-01
66a58bb2-898f-4205-9b8f-0284b36b916c,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2023-04-01,2023-05-01,Paid,599.0,USD,2023-04-01
9acdf287-9bef-4b8c-9ff3-f2615ec848bd,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2023-05-01,2023-05-31,Paid,599.0,USD,2023-05-01
565b83c9-3694-42b4-b8a1-d5bdea532a52,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,5f78df04-367c-4fee-884d-63b05efda6fe,Subscription,2023-06-01,2023-07-01,Paid,599.0,USD,2023-06-01
19fa9000-2dba-4c5b-8961-76083cc1e86b,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,d5d26ecf-acfb-4245-a8af-de532ef96727,Subscription,2023-07-01,2023-07-31,Paid,599.0,USD,2023-07-01
175e8a27-b45e-4aaf-ac52-5aae3ca94959,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,d5d26ecf-acfb-4245-a8af-de532ef96727,Subscription,2023-08-01,2023-08-31,Overdue,599.0,USD,2023-08-01
b86c891a-05be-47e8-8011-49bb8cc49194,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,bfd313f2-3b32-4425-b96a-6913e73b5ee5,Subscription,2023-09-01,2023-10-01,Paid,599.0,USD,2023-09-01
8751ed5e-a0b5-4347-bd05-058be86a126a,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,bde1b0d8-d9e8-45c0-9cec-e338396ec3ad,Subscription,2023-10-01,2023-10-31,Paid ,599.0,USD,2023-10-01
6a20b8eb-f059-4a11-ba0b-53023ce4ff19,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2023-11-01,2023-12-01,Paid,599.0,USD,2023-11-01
b2290cf4-8671-4879-b458-e855c3519963,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,aacfc591-11bb-4b2d-b2eb-11eb32826af5,Subscription,2023-12-01,2023-12-31,Paid,599.0,USD,2023-12-01
b2056d5c-1ba4-41b7-8877-3b1f4c2f0ce6,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,63028cba-5164-4000-bcd4-8cbe4603db02,Subscription,2024-01-01,2024-01-31,Paid,599.0,USD,2024-01-01
a40ac006-fe42-4b90-91b3-c98e6a860e09,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,c12723ce-0149-468a-9884-6138be620784,Subscription,2024-02-01,2024-03-02,Overdue,599.0,USD,2024-02-01
1e618d06-5e21-4bd1-9adb-17682fe917c8,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,aacfc591-11bb-4b2d-b2eb-11eb32826af5,Subscription,2024-03-01,2024-03-31,Paid,599.0,USD,2024-03-01
d7b78ac5-aa84-4f59-8d58-75cf7f755e2a,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2024-04-01,2024-05-01,Paid,599.0,USD,2024-04-01
650d4ed1-2498-459e-9a02-fbea587ac28a,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,5f78df04-367c-4fee-884d-63b05efda6fe,Subscription,2024-05-01,2024-05-31,Paid,599.0,USD,2024-05-01
f92fa033-5b81-47f9-aa71-eb98253d0573,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,c12723ce-0149-468a-9884-6138be620784,Subscription,2024-06-01,2024-07-01,Paid,599.0,USD,2024-06-01
fd68a1fb-4413-4598-9786-c059add26a6d,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2024-07-01,2024-07-31,Paid,599.0,USD,2024-07-01
9be46936-d3e7-43fb-a675-cb5c1835c60e,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,bde1b0d8-d9e8-45c0-9cec-e338396ec3ad,Subscription,2024-08-01,2024-08-31,Paid,599.0,USD,2024-08-01
8ccb25c8-cada-48e7-99b1-a405e76e721c,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,ddedc4ab-c131-49a4-84f0-e1c0b0eaddfc,Subscription,2024-09-01,2024-10-01,Paid,599.0,USD,2024-09-01
cd78738a-b13d-4223-b079-c7a63d88f311,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,3864e01c-72bf-4a0b-8e9d-6c5afba4ba2b,Subscription,2024-10-01,2024-10-31,Paid,599.0,USD,2024-10-01
7c66b2c4-e427-448f-aada-96c2603e9d5e,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,c12723ce-0149-468a-9884-6138be620784,Subscription,2024-11-01,2024-12-01,Paid,599.0,USD,2024-11-01
d12bc7fa-5e4f-4bd8-bb4c-6bd6a35650ee,94366ae4-c6b2-4556-bb46-8c8df9354f71,1a726f38-2f28-4aa7-b815-6efe618dfc84,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2024-12-01,2024-12-31,Paid,599.0,USD,2024-12-01
08622df0-4c14-4015-910a-c51250995f09,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,bde1b0d8-d9e8-45c0-9cec-e338396ec3ad,Subscription,2021-08-01,2021-08-31,Paid,299.0,USD,2021-08-01
bcbb94a5-ddd4-46a1-bb53-14577c2fdaa3,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2021-09-01,2021-10-01,Paid,299.0,usd,2021-09-01
29207a16-1743-4fc8-94b7-efb2055b1cd3,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,aacfc591-11bb-4b2d-b2eb-11eb32826af5,Subscription,2021-10-01,2021-10-31,Paid,299.0,USD,2021-10-01
8e3a8b86-0080-405d-ac4c-5a5238ee0509,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,63028cba-5164-4000-bcd4-8cbe4603db02,Subscription,2021-11-01,2021-12-01,Paid,299.0,USD,2021-11-01
23a1d0e2-bfae-4601-9156-fe2b48bcacf1,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,ddedc4ab-c131-49a4-84f0-e1c0b0eaddfc,Subscription,2021-12-01,2021-12-31,Paid,299.0,USD,2021-12-01
0c355e67-4455-4395-b730-cf7469f04aa7,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,49ccea83-fbe9-481d-a65f-da055a593453,Subscription,2022-01-01,2022-01-31,Paid,299.0,USD,2022-01-01
c84a2476-647e-4300-b57b-be2772847edc,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,5f78df04-367c-4fee-884d-63b05efda6fe,Subscription,2022-02-01,2022-03-03,Paid,299.0,USD,2022-02-01
43f424da-e3a8-4d32-9255-29f371a79c05,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,bfd313f2-3b32-4425-b96a-6913e73b5ee5,Subscription,2022-03-01,2022-03-31,Paid,299.0,USD,2022-03-01
eeeeb5fb-16fc-4365-b0a9-9e590a96a9c7,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,63028cba-5164-4000-bcd4-8cbe4603db02,Subscription,2022-04-01,2022-05-01,Paid,299.0,USD,2022-04-01
41f46c94-88b9-4194-bed8-b7243cfc0b46,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,49ccea83-fbe9-481d-a65f-da055a593453,Subscription,2022-05-01,2022-05-31,Paid,299.0,USD,2022-05-01
084c8c5b-88af-40bb-8e16-2251bcd303f0,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,bfd313f2-3b32-4425-b96a-6913e73b5ee5,Subscription,2022-06-01,2022-07-01,Paid,299.0,USD,2022-06-01
5d48f48b-7d87-4ec9-a992-fdd033496823,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,ddedc4ab-c131-49a4-84f0-e1c0b0eaddfc,Subscription,2022-07-01,2022-07-31,Overdue,299.0,USD,2022-07-01
afc9c8f5-cb77-42dc-998c-93a845169d69,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,ddedc4ab-c131-49a4-84f0-e1c0b0eaddfc,Subscription,2022-08-01,2022-08-31,Paid,299.0,USD,2022-08-01
836ffc30-0bc2-48ed-8a8a-4fdb2681ea92,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2022-09-01,2022-10-01,Paid,299.0,USD,2022-09-01
2f5c51ad-9661-4e35-bf14-52beb56b3366,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2022-10-01,2022-10-31,Open,299.0,USD,2022-10-01
b6ac1939-c0d8-4bb9-916c-1ea6f1fb74f8,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2022-11-01,2022-12-01,Overdue,299.0,USD,2022-11-01
c83f4625-0d2d-4970-bff7-de698d5ae839,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2022-12-01,2022-12-31,Paid,299.0,USD,2022-12-01
66c55ee9-566e-4021-bd75-d49721d5f4ba,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,bfd313f2-3b32-4425-b96a-6913e73b5ee5,Subscription,2023-01-01,2023-01-31,Paid,299.0,USD,2023-01-01
79369670-a44d-4402-9e32-b84692256359,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,3864e01c-72bf-4a0b-8e9d-6c5afba4ba2b,Subscription,2023-02-01,2023-03-03,Paid,299.0,USD,2023-02-01
06e9e911-4dda-42f0-a507-b44b279875e3,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2023-03-01,2023-03-31,Overdue,299.0,USD,2023-03-01
ea9025e8-7375-4804-94e1-523a93782cbd,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,aacfc591-11bb-4b2d-b2eb-11eb32826af5,Subscription,2023-04-01,2023-05-01,Paid,299.0,USD,2023-04-01
83a31c3e-e5d6-44d0-a538-6a1c83ea211f,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,bfd313f2-3b32-4425-b96a-6913e73b5ee5,Subscription,2023-05-01,2023-05-31,Paid,299.0,USD,2023-05-01
d60fc8f2-abfc-4cb4-a5c1-82264f84ef95,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2023-06-01,2023-07-01,Paid,299.0,USD,2023-06-01
aaf5b52e-fabd-4b17-85da-7347939e7951,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,3864e01c-72bf-4a0b-8e9d-6c5afba4ba2b,Subscription,2023-07-01,2023-07-31,Paid,299.0,USD,2023-07-01
394cdcb6-22c5-44d8-b907-5daee7d0dd08,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,3864e01c-72bf-4a0b-8e9d-6c5afba4ba2b,Subscription,2023-08-01,2023-08-31,Paid,299.0,USD,2023-08-01
6837af80-b654-403b-ad25-7fb45ac6b8da,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,63028cba-5164-4000-bcd4-8cbe4603db02,Subscription,2023-09-01,2023-10-01,PAID,299.0,USD,2023-09-01
0f150321-db11-426c-98ff-8d3417dbae4b,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2023-10-01,2023-10-31,Paid,299.0,USD,2023-10-01
14e67a39-dfc8-4317-b6e4-6a26224b91f4,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2023-11-01,2023-12-01,Paid,299.0,USD,2023-11-01
4686e001-637e-438e-b8ad-2483cc530b9f,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2023-12-01,2023-12-31,Paid,299.0,USD,2023-12-01
cd63f861-6313-4612-b11d-9a5222fbc279,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,c12723ce-0149-468a-9884-6138be620784,Subscription,2024-01-01,2024-01-31,Paid,299.0,USD,2024-01-01
af515446-03d9-4d28-ba66-79f13c4a2e70,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2024-02-01,2024-03-02,Paid,299.0,USD,2024-02-01
c96ac620-c1df-493a-b9ee-f42523ca3d74,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,d5d26ecf-acfb-4245-a8af-de532ef96727,Subscription,2024-03-01,2024-03-31,Paid,299.0,USD,2024-03-01
7c95250e-839a-48f4-b0c4-6b841a334fd7,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,49ccea83-fbe9-481d-a65f-da055a593453,Subscription,2024-04-01,2024-05-01,Paid,299.0,USD,2024-04-01
31e43e3c-a14b-4788-a76d-09b6dfdb3a97,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2024-05-01,2024-05-31,Paid,299.0,USD,2024-05-01
b7e9052f-600f-4add-ac05-aa874c3c0665,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,ddedc4ab-c131-49a4-84f0-e1c0b0eaddfc,Subscription,2024-06-01,2024-07-01,Paid,299.0,USD,2024-06-01
f5e9ba9c-eef7-412d-b9c8-afdd1a50823c,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,3864e01c-72bf-4a0b-8e9d-6c5afba4ba2b,Subscription,2024-07-01,2024-07-31,Paid,299.0,USD,2024-07-01
776b0e5b-71e1-4326-adcb-9c21844054e0,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,5f78df04-367c-4fee-884d-63b05efda6fe,Subscription,2024-08-01,2024-08-31,Paid,299.0,USD,2024-08-01
ba99ff15-247c-41b6-904a-ac8e392381ad,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2024-09-01,2024-10-01,paid,299.0,USD,2024-09-01
ae54871a-5a5a-4eab-96ff-e07850bd090d,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,5f78df04-367c-4fee-884d-63b05efda6fe,Subscription,2024-10-01,2024-10-31,Paid,299.0,USD,2024-10-01
d6a33d8c-edf8-4b36-8a78-e07babae330e,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,aacfc591-11bb-4b2d-b2eb-11eb32826af5,Subscription,2024-11-01,2024-12-01,Paid,299.0,USD,2024-11-01
ae058692-0d42-4076-9511-653e53baab7d,5bc74bb5-2227-46fa-bfc4-aea79c4607c5,9fb19dd8-1087-47dc-895f-b9e9faf3cc6e,48bb3226-ff55-488a-9193-27dcf197eeb0,Subscription,2024-12-01,2024-12-31,Open,299.0,USD,2024-12-01
4eb72309-32dd-43a5-8e6f-c1e3912ee6d7,26867c91-78c1-4fc7-9af8-daf60a13a0c6,76f838ba-69b4-4517-9c4c-1223bd80a94f,d5d26ecf-acfb-4245-a8af-de532ef96727,Subscription,2021-05-01,2021-05-31,Overdue,1199.0,USD,2021-05-01
1c2e5ebd-ab5b-46cb-b86c-fcd2ab0a3b60,26867c91-78c1-4fc7-9af8-daf60a13a0c6,76f838ba-69b4-4517-9c4c-1223bd80a94f,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2021-06-01,2021-07-01,Paid,1199.0,USD,2021-06-01
40c25f3d-1e8c-4722-98ee-0d1cd825e666,26867c91-78c1-4fc7-9af8-daf60a13a0c6,76f838ba-69b4-4517-9c4c-1223bd80a94f,b0b418d0-aaa7-4a88-8817-55defac16531,Subscription,2021-07-01,2021-07-31,Paid,1199.0,USD,2021-07-01
420da041-dad7-4ad8-b2a2-2989aba1c95e,26867c91-78c1-4fc7-9af8-daf60a13a0c6,76f838ba-69b4-4517-9c4c-1223bd80a94f,d45e3134-2904-45d4-b71a-88e0dba6ff11,Subscription,2021-08-01,2021-08-31,Paid,1199.0,USD,2021-08-01
54cc7f0e-195c-45d6-8882-3d543cdd80ff,26867c91-78c1-4fc7-9af8-daf60a13a0c6,76f838ba-69b4-4517-9c4c-1223bd80a94f,aacfc591-11bb-4b2d-b2eb-11eb32826af5,Subscription,2021-09-01,2021-10-01,Paid ,1199.0,USD,2021-09-01
8cf97701-97d9-477b-ac84-f34ccd579704,26867c91-78c1-4fc7-9af8-daf60a13a0c6,76f838ba-69b4-4517-9c4c-1223bd80a94f,49ccea83-fbe9-481d-a65f-da055a593453,Subscription,2021-10-01,2021-10-31,Open,1199.0,USD,2021-10-01
cf9b11fe-529d-41fb-a523-ea3e790c82a6,26867c91-78c1-4fc7-9af8-daf60a13a0c6,76f838ba-69b4-4517-9c4c-1223bd80a94f,a309497e-5ba8-4894-8d91-4fbde31a6dce,Subscription,2021-11-01,2021-12-01,Open,1199.0,USD,2021-11-01
