customer_id,company_name,industry,segment,region,billing_email,credit_limit,created_at,is_active
8dcd6be1-9a0b-4d05-ade6-3e5bb6620f53,"Miller, Lopez and Larson",E-Commerce,SMB,Southwest,richarddavid@sanchez.biz,250000,2021-01-08,True
0457b56d-748e-47de-838a-3c54f3075dce,"Silva, Mills and Donovan",E-Commerce,SMB,Southeast,elizabethedwards@foster-powers.com,25000,2021-07-14,True
232db2fa-494c-4507-add3-25f506c5de0b,  Stewart-Walton,PropTech,Mid-Market,International,smithchristine@ferrell.com,100000,2021-03-21,True
b11358ad-1d48-4b77-8727-d83df98a8a46,Mahoney Inc,E-Commerce,Mid-Market,Southwest,mikemoore@warner.net,10000,2021-10-27,True
73777335-702c-4df9-a13f-cf130ef04d93,Contreras PLC,EdTech,Mid-Market,Southeast,sarah12@wilson-rodriguez.net,25000,2021-07-26,True
317a3391-3c79-40b3-9899-7d039fbf6325,Nelson PLC,E-Commerce,SMB,Northeast,jenniferharris@farrell.com,250000,2021-06-11,True
612239d2-3774-4f2d-97ea-f35f2e358cb1,Walters LLC,E-Commerce,SMB,Midwest,smithkellie@whitney.biz,50000,2021-08-23,True
44c4ed35-85dc-49af-8d86-d07714262f94,"Smith, Jones and Ware",N/A,SMB,Southeast,amydavenport@tran.com,50000,2021-02-05,True
fe8f01b9-eeaa-49ac-b738-72eda21922d6,Nolan and Sons,HR Tech,SMB,Southwest,elizabethgomez@henson.com,250000,2021-01-05,True
84a816ad-3858-4c64-a5fc-c007a51d178c,Hancock and Sons,Legal Tech,SMB,Southeast,vjohnson@patton-jenkins.com,250000,2021-03-21,True
2e11ca23-5f9d-4fc0-baa9-75438e23b5b3,Moore-Haynes,E-Commerce,SMB,International,ebrennan@gonzalez.com,50000,2021-01-27,True
dfa0411d-4bc6-40f9-bbb6-96d4c5b36266,Hoover-Savage,InsurTech,SMB,Midwest,andrewlee@ramirez-jones.com,50000,2021-03-24,True
18067f81-dded-4b56-9a7c-6da5bae9197f,May-Ross,InsurTech,SMB,International,sheila14@carpenter.com,50000,2021-10-26,True
fe9cd101-5858-4d6f-9ba5-2c0ab47d9b9c,Carlson LLC,InsurTech,SMB,Northeast,samuel81@lam-lee.com,25000,2021-12-08,True
0251b4ac-0f9d-4573-beb4-6b7a37652ea8,"Graham, Meyer and Drake",InsurTech,Mid-Market,Southeast,michaeljones@mccall.com,25000,2021-07-31,True
f3dc2bfc-b170-493a-9ddc-e614a0c99ba5,"Mccullough, Hunter and Estrada  ",HR Tech,SMB,International,richard48@lee.biz,50000,2021-03-23,True
0c1565d1-e935-4f0a-8ad3-e95c72f16713,"Adkins, Thompson and Carroll",HealthTech,SMB,West,akelley@mitchell-jordan.org,100000,2021-06-29,True
5903dd61-2b21-405a-9c1c-b197cddde5f1,"Pena, Marshall and Ramos",E-Commerce,Mid-Market,West,williamleon@jackson.org,50000,2021-06-29,True
b9f19ffe-ddd9-428b-9a14-2b52879fc3f8,Davis-Crane,InsurTech,Mid-Market,Midwest,emilywalker@hernandez.com,50000,2021-04-02,True
318b634b-4f17-4fbd-a1f8-8552bbd5abfe,Carr-Mack,,SMB,Midwest,operry@lee.com,10000,2021-07-17,True
c17ed8ab-e5d7-4079-89b2-08c569f382b7,Douglas Inc,E-Commerce,Mid-Market,Northeast,osbornejeffery@holmes.com,25000,2021-07-06,True
1f83571b-7496-4365-a065-f6abe9da650c,Anderson-Marshall,HR Tech,Mid-Market,Northeast,stephanie79@mcclain.info,50000,2021-12-08,True
1865e2a3-48c7-423b-82c4-0339cf4c3d06,Manning Group,InsurTech,Mid-Market,Southeast,pgreen@ramirez.com,25000,2021-11-12,True
b399d909-b9a1-4b79-a845-674d40a195b5,Gonzales-Reeves,InsurTech,SMB,Midwest,josephflores@miller.com,250000,2021-12-02,True
41d7b22c-7105-4ae9-9060-47c93f2c02ec,"Lewis, Perry and Rivera",PropTech,SMB,West,nperry@price-carrillo.com,25000,2021-12-04,True
178a5b06-e279-49af-8a06-9fcb0f2ef13e,"James, Smith and Bell",HR Tech,Enterprise,Southeast,acastaneda@adkins.com,25000,2021-03-17,True
f7e1ccc2-0514-4bae-b70d-e11a5f74efbd,ROBINSON-GRAHAM,PropTech,Mid-Market,West,priceelizabeth@ramsey-pittman.com,25000,2021-12-23,True
dbd8ba82-847f-45ca-936b-26528984b94c,"Ferguson, Meadows and Vargas",InsurTech,Mid-Market,Northeast,millerroy@white-green.com,10000,2021-08-06,True
3acc10d5-c954-437e-a637-f943d242e4ae,Gibson LLC,PropTech,SMB,Northeast,aramirez@conley-ruiz.net,250000,2021-10-14,True
d25001fd-4c10-4eeb-ae12-060db952aea2,Cooke LLC,PropTech,Mid-Market,Southwest,debraharrington@williams.com,100000,2021-03-23,True
7a2b85d9-a591-42ee-ac25-30c54ab709e2,"Hernandez, Martinez and Caldwell",PropTech,Mid-Market,International,stevenscott@jackson-lawson.com,100000,2021-11-17,True
c987316b-1092-46d1-8d1c-b5c5062d33a6,Oconnell Inc,PropTech,SMB,Midwest,hickmanbarbara@sanders-espinoza.com,10000,2021-03-12,True
4adae61b-d40d-47d3-827b-877b06064cea,"Vaughn, Burton and Garcia",InsurTech,Mid-Market,Northeast,melissa91@patton.com,100000,2021-08-01,True
f6a90d80-5dec-4c82-94f3-b91b0ccedeb5,Hunter LLC,InsurTech,Mid-Market,,atkinsonlynn@hamilton.info,50000,2021-06-02,True
92b57bce-3a03-4665-8295-33839248ec75,"Hernandez, Thompson and Boyd",InsurTech,Mid-Market,Southwest,christina87@graham-simon.com,50000,2021-08-12,True
b5b478b6-9f42-45b0-b036-16a2e92223df,Christian-Rivas,InsurTech,Mid-Market,West,ramirezshannon@hudson-barnett.com,25000,2021-11-15,True
7047b717-bf9d-4638-9966-8d78d6979b65,Snyder LLC,InsurTech,Mid-Market,Northeast,tonykelly@peterson-beard.com,100000,2021-04-04,True
8de8ecab-f8e1-46ec-bfcc-954deb1d50e8,"Smith, Vaughan and Miller",InsurTech,SMB,Midwest,wfreeman@vaughn.info,100000,2022-05-10,True
d8f17986-8044-4ecc-b8da-9437072c33cf,Mcguire-Davis,N/A,Enterprise,Midwest,richardsanchez@perkins.biz,10000,2022-01-16,True
e310eb3e-e295-456b-8245-eba329e885a5,"Pierce, Bell and Chavez",E-Commerce,Mid-Market,Southeast,john13@wilson-herrera.com,250000,2022-04-22,True
76f5dd00-591f-478e-93a7-2e5c6ff4a311,Robinson Group,Legal Tech,SMB,Southwest,jenny89@hooper-wall.com,25000,2022-06-09,True
c719f478-b354-4e11-8034-c266c754d92e,Ward LLC,FinTech,Mid-Market,West,ericksondavid@mccann.com,10000,2022-10-31,True
4d59f976-edb2-4750-91cd-e20a94e135ed,"Raymond, Little and Mullins",E-Commerce,Mid-Market,International,salasaudrey@mendoza-peterson.com,250000,2022-01-22,True
0158afbc-b40e-4f08-bc9e-8a18bb669926,Everett-Woods,InsurTech,SMB,International,moralescharles@parks.com,100000,2022-02-24,True
dbe5b360-9a3f-4da9-938c-02a5af7e9bd5,Mcknight Inc,HR Tech,Mid-Market,International,yobrien@perez.info,250000,2022-11-30,True
e13b4e98-4bca-4a04-88b0-0f6d42a94773,Dalton-Branch,PropTech,Mid-Market,Southwest,ashley09@garcia.com,10000,2022-05-23,True
2a9da8e3-b693-457e-9b39-be0d78fce243,"Miller, Allen and Arnold",E-Commerce,Mid-Market,International,aaronhayes@harrison.com,50000,2022-04-04,True
36217d30-dc73-4ac9-890d-5f7e537ce277,"Heath, Jones and Hall",HR Tech,SMB,Southwest,kristin93@wilson-walker.com,10000,2022-09-22,True
8c029d56-6a58-4aab-babf-ffef6600d8ea,Serrano-Jones,HealthTech,SMB,Southwest,lauralarson@morse.com,100000,2022-08-18,True
6d5d863f-f6cb-48c4-bcc6-c993442702ed,"Powell, Nelson and Fernandez",HealthTech,SMB,Southeast,cmiller@navarro-munoz.com,100000,2022-10-11,True
8066950b-2c1a-487b-904c-ca65ac98b42c,Perez Ltd,InsurTech,Mid-Market,Midwest,keyemily@johnston-hines.com,50000,2022-04-29,True
cbc4a5e2-8180-419f-966e-7b074cad5806,Stone-Ramos,E-Commerce,Mid-Market,International,howard96@olsen.biz,100000,2022-05-22,True
808b6c36-0183-4b23-b577-9791f40c1a14,Morris-Garcia,Legal Tech,Mid-Market,Midwest,marksteele@bates-morales.net,10000,2022-12-29,True
41d7739e-b2c5-40ad-852c-22190b2fb31b,Gibson LLC,Legal Tech,SMB,Midwest,marcus68@sandoval.info,100000,2022-02-22,True
dca7d9ef-6e6e-4bc5-8b35-af39c8df63f2,Brown-Stone,Legal Tech,SMB,Southeast,wgarrett@harris.com,100000,2022-02-28,True
b2b2a893-bb26-4010-b13b-7cf5eb23f0ce,Kim-Wolfe,InsurTech,Mid-Market,International,johnsoncrystal@mckinney.net,250000,2022-06-05,True
c2d07422-d305-4c85-9b9c-8882b0dad494,Tran Inc,E-Commerce,Mid-Market,Southwest,victoriadurham@valentine-holland.com,250000,2022-07-14,True
ed1f6d08-66d7-49f2-9ecd-4fd8e7342646,Cantu-Carter,PropTech,Mid-Market,West,robert77@bryant.biz,250000,2022-02-20,True
ed1dc33b-7398-4c48-ba30-ecde161739e9,Weeks PLC,E-Commerce,SMB,Northeast,michellehill@morgan-french.com,10000,2022-03-22,True
bb8f68c5-5061-4cd4-9d68-408d64e66d89,  Campbell LLC,PropTech,SMB,International,cgrimes@washington.biz,10000,2022-12-18,True
26cade13-ea87-4391-823a-8213d2f916c7,Cantu-Kane,Legal Tech,Mid-Market,International,ashleyhall@williams-garner.biz,10000,2022-10-06,True
bd397938-d8b4-4d9b-85e2-cfddba85c887,Mcneil-Sparks,EdTech,Mid-Market,Northeast,tylerjohnson@sanford.info,250000,2022-10-19,True
a57a062c-3fc6-49d7-b052-eb21ed2e8d1c,Fox Group,PropTech,Mid-Market,International,bowenrobert@booker.com,250000,2022-09-10,True
eeef76bc-4956-4006-ae10-086f5d19dede,Hanson-Sanders,FinTech,Mid-Market,Southwest,christianmelissa@james.info,250000,2022-10-28,True
09d8eb0b-5901-4cc2-b7c4-88c93372d5fc,"Johnson, Jones and Welch",Legal Tech,Mid-Market,Southeast,wendy16@hodges.com,50000,2022-04-03,True
c4fcf2ce-bd8b-42f5-993d-6ff230c3d5ce,Jackson-Evans,InsurTech,SMB,Northeast,williamslaura@howard-jordan.com,50000,2022-12-10,True
259d3148-e9f8-49bc-aab1-dbaa998805b0,"Jenkins, Maldonado and White",EdTech,Mid-Market,Midwest,christianpitts@vega.com,250000,2022-01-19,True
0938bdc3-1a5d-41f9-aa42-feec1afc9d43,Little-Stevens,HR Tech,SMB,West,nolansteven@byrd-moore.info,10000,2022-12-03,True
6fdcfc3f-4385-4e30-b710-558e9bf71f5b,Huerta-Evans,PropTech,SMB,Midwest,dvaughn@gonzalez-cruz.info,100000,2022-01-27,True
04858c0c-313b-4ee5-b316-e4e323c52823,Young PLC,EdTech,SMB,International,bailey40@foster.com,250000,2022-05-03,True
58ac05a2-7dbe-41f4-9a56-3fcbe42c33a1,"Mcgee, Wall and Leach",Legal Tech,Mid-Market,Northeast,catherinegomez@lee.com,10000,2022-08-25,True
360e2c8d-204d-4559-a17d-2dc43917ee9e,"Davis, Burton and Williams",EdTech,Mid-Market,Southwest,xjohnson@anderson.biz,100000,2022-08-30,True
bd011496-6c2d-4fbf-8dca-9cf6dd3f9273,Gonzalez PLC,EdTech,Enterprise,Southwest,alyssa42@sloan-raymond.com,10000,2022-05-22,True
132a0ea3-41ed-4e13-8f82-64185cea3bcb,"Harrell, Brock and Mcdonald",InsurTech,Mid-Market,Midwest,taylortammy@ramsey.net,50000,2022-10-28,True
ac4dc53b-8eea-4ffa-a32e-ce4f6b30bf82,Davis-Foster,PropTech,SMB,West,amanda75@curry.com,250000,2022-07-13,True
7bac539b-4fa2-46a5-a914-4835332689a3,Leonard Group,HR Tech,Enterprise,Southeast,harveysherry@herman-walker.com,100000,2022-01-23,True
04c821fb-ba66-40a9-b0e7-d91c19e0eab8,"Colon, Blankenship and Turner",PropTech,Mid-Market,West,cwilson@torres.com,25000,2022-09-11,True
f07036c8-4ceb-4246-bae4-68359293d177,Young PLC,EdTech,Mid-Market,Northeast,paulwatson@horton.com,250000,2022-08-22,True
cfeff74e-fce2-404a-b33a-112975cd78dc,PENA-BASS,EdTech,Mid-Market,Midwest,rcrosby@vaughn.info,10000,2022-06-18,True
579ae187-1a4c-4770-9dde-f02e891eb467,Sampson-Foley,InsurTech,Mid-Market,West,pollardmichael@howard.com,10000,2022-05-01,True
7580520e-e315-4647-a1ce-2cd2bc15158e,Davis-Lewis,Legal Tech,Mid-Market,West,williamsmatthew@buchanan.com,10000,2022-08-16,True
e85a130e-1d93-434c-a774-4b8030832d01,"Clark, Robinson and Kane",Legal Tech,SMB,Northeast,kim90@garrison-thomas.com,25000,2022-05-06,True
7aa1b3cf-9880-4ee5-aaf2-2349af6cef7d,"King, Thompson and Guerrero",EdTech,SMB,West,andersonmichael@chapman.com,250000,2022-03-15,True
fcedcca0-8c8f-4251-bc48-308bef88efcf,Williams-Harmon,Legal Tech,Mid-Market,West,reesethomas@palmer-rodriguez.net,25000,2022-02-07,True
8c54a764-4413-4eee-8fdd-228177fcd202,Dougherty Inc,HR Tech,SMB,West,stephen00@boone-simmons.com,50000,2022-04-12,True
552fb013-458f-4b92-be9e-313f3863aac4,Joseph-Wallace,PropTech,SMB,Midwest,morriseddie@hill.org,50000,2022-01-12,True
53ca978a-03bb-49e1-a0a1-05f282edeb6c,"Joseph, James and Harper",InsurTech,Mid-Market,International,shawn96@mcguire.net,250000,2022-09-12,True
e65f4eb6-980b-4990-b792-f1ded2546023,"Glenn, Jordan and Beasley",Legal Tech,SMB,Midwest,dmorgan@perry-davis.biz,50000,2022-12-14,True
cd8d26d8-0632-40de-bf09-0fa28b3f8a05,Ortega-Brooks,EdTech,Enterprise,,gloriawells@decker.biz,50000,2022-03-09,True
5ed9fa32-c841-4a35-9067-2ad61f077dbd,Garner LLC,Legal Tech,SMB,Southeast,angelawillis@hoffman.biz,50000,2022-09-29,True
5b02523c-bb6f-4963-9b99-bc7c7b12369f,"Williams, Roberts and Edwards",Legal Tech,SMB,West,lanejason@olson.net,50000,2022-02-28,True
77f2636d-3677-47ee-9fc2-11a72cc1578d,Wilson-Ramirez,HealthTech,Enterprise,International,lindsaybruce@austin.com,250000,2022-07-07,True
544196d9-6930-4441-8710-8957cc3a7548,White Ltd,N/A,SMB,International,sandra50@kane.biz,100000,2022-11-23,True
107ee789-db55-49f9-8ddc-f2e39084c32c,Thomas Ltd,HealthTech,SMB,Southwest,davisalyssa@barnes-peterson.com,250000,2022-04-24,True
56acec89-d404-4966-b356-6a65b085007d,Griffith-Frank,PropTech,SMB,West,wareeric@williams.biz,10000,2022-06-05,True
d10afdbf-3201-425b-8f5b-871d410f4869,Lawson-Perry,HealthTech,Enterprise,Southeast,kariwilson@rodriguez-gregory.org,250000,2022-08-03,True
4e7537dc-d954-4040-9c21-3c0eba57a7fd,Rose-Parker,EdTech,Mid-Market,West,randallgreene@harris.com,50000,2022-01-17,True
3c852f14-f3d8-45bc-8ef2-c7f25678c468,Roberts-Wilson,E-Commerce,Enterprise,Midwest,lburgess@james.com,250000,2022-11-27,True
5d90b56d-7177-4ffc-8b0d-21e08984de1c,"Hansen, Barnett and Gomez",InsurTech,Enterprise,West,chensley@smith-morse.com,250000,2022-01-11,True
bcd5b4fa-e981-4b8a-a40b-082d180509f4,"Patterson, Sullivan and Bowman",HR Tech,SMB,Southwest,darius05@solis.info,250000,2022-04-17,True
6e0dbb5d-9d60-4c50-9d1e-d37a2b48e663,"Gillespie, Davis and Richard",E-Commerce,SMB,Unknown,ryanmorales@foster.com,250000,2022-05-09,True
fa5c95b7-7f14-4405-966a-e075eca31c50,Cook and Sons,HealthTech,SMB,Northeast,dixondaniel@lee.com,250000,2022-06-15,True
fc1f6bac-8237-4bf2-8add-3359f5b1da03,GARCIA LLC,EdTech,Mid-Market,International,glennhernandez@jones.info,50000,2022-09-20,True
86a3f467-1be9-4e27-899a-4bdcdd7d4271,"Wolf, Cole and Glass",PropTech,Enterprise,Northeast,michelle52@jones-ramos.com,250000,2022-06-04,True
960e367f-fd32-4cfd-9680-aebdf4aba0b2,Vargas-Bell,FinTech,SMB,West,collinsshannon@wood.com,100000,2022-02-07,True
da64c861-859e-4299-9bdf-09f1d1b89934,"Lin, Wyatt and Gilbert",HR Tech,SMB,Midwest,jford@huang.com,50000,2022-07-15,True
b14098f4-9ffb-4378-b56a-84e743037ea2,Jacobs-Mason,Legal Tech,Mid-Market,Northeast,hayeslisa@haas-miller.com,250000,2022-04-21,True
de3fff8b-16f3-443e-b69f-5764c75ccb1d,Wright Group,E-Commerce,Mid-Market,West,nwarren@cox.biz,100000,2022-06-10,True
27504d0f-9acf-44be-89c2-615ebd10e665,Schroeder-Shelton,HR Tech,Mid-Market,West,mccormickdeborah@rivera.biz,10000,2022-08-10,True
5d4ecad6-5696-4ffc-8ec8-ef5d4407d2de,King-York,HR Tech,Mid-Market,Southwest,mathewaguilar@rangel.biz,10000,2022-07-30,True
4dc467fc-9b63-4d08-9f01-11c7a9918ea5,Larson Inc,InsurTech,Mid-Market,Midwest,angelica52@warner.net,250000,2022-09-17,True
7edc4ec3-d7d3-4a2e-9489-dd220758ca84,Lucas Group,PropTech,SMB,Southwest,andrew42@peterson.com,250000,2022-04-26,True
ab93daef-a122-47bb-bfc2-45852fdf7e11,Cooke and Sons,FinTech,Mid-Market,International,phillipskristin@wise.com,50000,2022-06-23,True
69867f9a-30a9-406d-a3d0-8454d56a51be,"Rogers, Miranda and Anderson",EdTech,Mid-Market,West,lmoore@wise.info,10000,2022-02-16,True
0e2c155d-dc4a-42cf-afe5-d2a824ba93c7,Jenkins Ltd,E-Commerce,SMB,Southeast,tarabishop@bowers.info,250000,2022-11-02,True
790f38e2-5ab4-4f4c-a8af-d4f7de05e2ef,Richardson PLC,FinTech,Mid-Market,Northeast,smurray@shaw-barnes.com,100000,2022-09-06,True
9134137d-c313-4a9c-b52b-6395f0a604cd,Solis and Sons,InsurTech,Mid-Market,Northeast,brett75@villa.com,250000,2022-09-07,True
a976884a-a7c3-44b8-899d-5951d5b35bae,Miller-Martin,Legal Tech,SMB,Southwest,jwhitehead@davis-lozano.info,25000,2022-03-12,True
ff118d22-d2ac-4c62-be49-29613e795653,Arias-Perry,Legal Tech,SMB,International,pshaw@vang-brooks.com,250000,2022-12-27,True
93caa81c-9d96-4484-9f3b-cddd4d433750,Galvan-Combs,HR Tech,Enterprise,Northeast,lacey20@lowery-kennedy.com,10000,2022-06-10,True
be2b4033-7034-49d3-8a56-49bb53e146cc,"Harrison, Gilbert and Bullock",InsurTech,SMB,Northeast,scottmary@bentley.com,25000,2022-11-13,True
a5486a5b-ee13-4aa6-95c8-1220a3a2948b,Turner Inc,HR Tech,Mid-Market,Southeast,robertbauer@brown-copeland.info,10000,2022-07-22,True
81cbdd44-d8e3-4b83-8863-e37b8d91c0d8,"Herrera, Chen and Andrews",HR Tech,Mid-Market,Northeast,kellysmith@allen-butler.com,250000,2022-04-10,True
89654f94-82ce-4300-bd3c-8b4ec3f958eb,"Villegas, Jones and Fox",HR Tech,Enterprise,International,myerstheodore@hughes.com,25000,2022-05-12,True
61f6f47b-e014-447e-a1bb-748eeac02748,Cooper Ltd,EdTech,Mid-Market,Southeast,ingramjill@anderson-bell.com,100000,2022-10-16,True
eef9f605-30d8-4ab2-bf1c-31d0261992c7,"Thompson, Maxwell and Marshall",PropTech,Enterprise,International,zwelch@brown.com,50000,2022-03-19,True
1b6f0abd-dbbd-486a-b35b-97c14feaeb97,Harris-Moody,PropTech,SMB,Midwest,stewartkyle@hays-daniels.com,10000,2022-06-08,True
4221d233-08e0-4e4f-853f-7469504c757e,Mullins and Sons,FinTech,Mid-Market,Northeast,michael05@martinez-richardson.biz,10000,2022-11-11,True
3fae6e95-66ce-4010-83bb-57431ded2a55,"Gonzales, Huber and Morgan",InsurTech,Mid-Market,International,tylerjimenez@adams.biz,250000,2022-11-30,True
2069857c-4b83-4dc3-a641-b3ec4b3b0e2d,"Carney, White and Carter",PropTech,Enterprise,West,millerdonna@griffin-robbins.com,50000,2022-02-13,True
3965ab19-1a20-486f-9aa0-2193a454af8a,"Wallace, West and Acosta",,Enterprise,Southwest,christina64@whitney.biz,50000,2022-05-25,True
a0763a88-ab32-4c0c-978f-cc4070926392,Palmer-Brady,HR Tech,SMB,International,stephaniethomas@gregory.com,10000,2022-10-13,True
74f59f7c-0414-4577-8025-15106fc0519c,"Diaz, Reyes and Bradley",Legal Tech,Enterprise,Southwest,erikarush@wallace-jones.com,250000,2022-12-06,True
f0b84564-a512-4e52-9827-cd34d3991a98,"Richardson, Edwards and Ramirez",HR Tech,Mid-Market,International,johnsonjacob@hughes.com,10000,2022-06-08,True
d85e0e26-1cb2-467a-adf7-d0ed43698a71,"Griffin, Davies and Mitchell",HR Tech,Mid-Market,International,igonzalez@hayes.info,10000,2022-11-27,True
8bd82577-1f48-4c2a-8b9d-3bd1ddfa25a6,Cochran LLC,n/a,SMB,Southeast,jenna88@vance-york.com,25000,2022-04-26,True
48a4e492-dd79-4a51-ad80-bcf6b59b29a4,Hicks-Martinez,EdTech,Mid-Market,Northeast,laurayoung@johnson-spencer.com,250000,2022-01-20,True
06b883b8-e4e1-43ef-9bc5-cbfe59bee016,Lara-Arnold,EdTech,SMB,Southeast,jonesraymond@higgins.org,25000,2022-08-13,True
7580a9e6-b035-464a-9fba-d65ce8007989,Martinez LLC,HR Tech,SMB,West,coleerin@anderson-calderon.net,100000,2022-04-30,True
739529eb-a638-44fc-9e81-e3c44e4fd578,"Matthews, Saunders and Anderson",Legal Tech,Mid-Market,Southeast,guerraapril@martin-morris.com,100000,2022-08-25,True
14b0f007-e73c-4912-b6d9-16c60efc1cdb,Meza-Stone,InsurTech,SMB,Southeast,meghan43@huber.org,25000,2022-05-09,True
7ccd8d11-44d7-4d35-9659-ea0e8c4d46cf,"Davis, Davidson and Vargas",PropTech,Mid-Market,Northeast,georgeweber@morgan.com,10000,2022-05-26,True
40644e0a-dbf9-4342-adf2-190f7f28cbb2,Williams Ltd,EdTech,Enterprise,Southeast,debra96@fowler.com,25000,2022-08-19,True
f9e58abe-8e9b-4deb-b1b7-d68265ac602c,"Frye, Webb and Ballard",FinTech,SMB,Midwest,eevans@brown.com,50000,2022-04-25,True
9acb341b-840e-4321-bee3-dcf42e7eed9a,Lawson-Edwards,HR Tech,SMB,Midwest,jessica56@hodges.net,25000,2022-12-28,True
c023040f-8f55-47b7-aee3-7afe26fc2598,Flores Group,FinTech,SMB,Southeast,adamsjohn@williams.org,250000,2022-09-28,True
6695aa02-a2c7-4c58-8f3e-6b48e6b954bb,Wright-Grimes,Legal Tech,SMB,Southeast,lisapeck@edwards.net,100000,2022-02-02,True
7c48fbfd-d9d3-4b77-8db5-527233f2dffe,Jimenez-Parker,PropTech,SMB,Southwest,davisphillip@levy-lewis.com,50000,2023-08-08,True
d97dfb00-e723-4051-bc95-64fd50bc5b1b,  Williams Group,InsurTech,Mid-Market,Southwest,amitchell@jordan.com,250000,2023-10-06,True
893d2476-7265-4989-b9e3-42d69ac9b844,Diaz-Morales,FinTech,SMB,International,michaelroberts@gordon-duran.com,10000,2023-07-02,True
d347b169-97c3-4e7d-9b1c-d3000a0a06bd,"Becker, Wilson and Hester",HR Tech,Mid-Market,Northeast,vbrooks@mcmillan.net,50000,2023-03-10,True
1dc9ee50-e6a6-4ae2-b9c8-3fb20ebb59ef,Porter-Williams,HR Tech,SMB,International,jenniferbrock@bryant.com,25000,2023-03-11,True
eacbc715-d253-4c4c-898d-552a41377f3a,"Flores, Long and Jensen",Unknown,SMB,Southeast,brittney88@burns.com,50000,2023-09-21,True
37ba5804-0d52-4294-986c-351476363cdf,Rivera-Rodriguez,PropTech,Mid-Market,Southeast,ysilva@wiggins.com,10000,2023-12-02,True
ffd14efd-f421-403d-8845-8068f76395ed,"Patton, Parsons and Lane",HealthTech,SMB,West,silvageorge@griffith.com,100000,2023-06-23,True
