payroll_id,employee_id,department,cost_center,salary_account,pay_period_start,pay_period_end,gross_pay,tax_withheld,net_pay,payment_date,pay_type,created_at
ce09fd3b-3cd8-4314-b2fc-5b1cd3e4214e,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2021-11-01,2021-11-30,7325.0,2272.74,5052.26,2021-12-02,Salary,2021-11-30
dded5179-cd02-48ca-b23b-a7ffc306bcc6,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2021-12-01,2021-12-31,7325.0,2272.74,5052.26,2022-01-02,Salary,2021-12-31
9251f3d9-497a-4071-b248-9b8bf5863b5d,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2021-12-01,2021-12-31,1831.25,677.56,1153.69,2021-12-31,Bonus,2021-12-31
8c54bdcd-f767-4609-bd4a-4e72cf6e3961,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-01-01,2022-01-31,7652.16,2308.76,5343.4,2022-02-02,Salary,2022-01-31
f29108cc-b6e3-4cd2-8c47-c6a4d614b109,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-02-01,2022-02-28,7652.16,2308.76,5343.4,2022-03-02,Salary,2022-02-28
54917e0c-f9b2-482c-850b-31243db02248,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-03-01,2022-03-31,7652.16,2308.76,5343.4,2022-04-02,Salary,2022-03-31
0b6bc485-6aec-43a6-b031-491bd0fa487d,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-04-01,2022-04-30,7652.16,2308.76,5343.4,2022-05-02,Salary,2022-04-30
849e5682-984b-405c-b1e1-e9a3bb59c019,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-05-01,2022-05-31,7652.16,2308.76,5343.4,2022-06-02,Salary,2022-05-31
c990726f-baa9-4804-a7fd-0f027832b557,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-06-01,2022-06-30,7652.16,2308.76,5343.4,2022-07-02,Salary,2022-06-30
86c0906b-6628-4b37-a59b-a9479c4318a0,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-07-01,2022-07-31,7652.16,2308.76,5343.4,2022-08-02,Salary,2022-07-31
f16e07be-528d-4c6e-ba1d-1e8b0a4aa922,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-08-01,2022-08-31,7652.16,2308.76,5343.4,2022-09-02,Salary,2022-08-31
32ae397b-8901-4390-8c45-864476b137a0,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-09-01,2022-09-30,7652.16,2308.76,5343.4,2022-10-02,Salary,2022-09-30
4ea69be1-5b31-43bf-ab22-56b04770f354,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-10-01,2022-10-31,7652.16,2308.76,5343.4,2022-11-02,Salary,2022-10-31
6cb6e69c-fe41-4d24-9676-0d8130593c2e,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-11-01,2022-11-30,7652.16,2308.76,5343.4,2022-12-02,Salary,2022-11-30
4da2f336-a2cf-426d-9253-d3dd34422ef3,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-12-01,2022-12-31,7652.16,2308.76,5343.4,2023-01-02,Salary,2022-12-31
04d7bfb0-cc81-4e7e-a47c-9e4fe8fec27c,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2022-12-01,2022-12-31,1913.04,707.82,1205.22,2022-12-31,Bonus,2022-12-31
b144c3db-d247-4d10-94c3-9d231b7f0df2,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-01-01,2023-01-31,7925.11,2030.79,5894.32,2023-02-02,Salary,2023-01-31
aee5a6c1-c7fd-46c3-ac5c-9e3170797382,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-02-01,2023-02-28,7925.11,2030.79,5894.32,2023-03-02,Salary,2023-02-28
9b3a5165-015f-4a4d-ba78-4181d2074448,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-03-01,2023-03-31,7925.11,2030.79,5894.32,2023-04-02,Salary,2023-03-31
3baec06a-1f32-4037-9576-ba874450317c,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-04-01,2023-04-30,7925.11,2030.79,5894.32,2023-05-02,Salary,2023-04-30
ffee34c6-ec1a-496d-9bc9-e7863998c7d8,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-05-01,2023-05-31,7925.11,2030.79,5894.32,2023-06-02,Salary,2023-05-31
6f00b15a-e098-48da-ae86-78d07a482de0,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-06-01,2023-06-30,7925.11,2030.79,5894.32,2023-07-02,Salary,2023-06-30
be8a46e2-7d3b-493d-9d35-9a3a7407d6b9,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-07-01,2023-07-31,7925.11,2030.79,5894.32,2023-08-02,Salary,2023-07-31
2da1ddec-5198-483d-a706-d15b560b98fa,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-08-01,2023-08-31,7925.11,2030.79,5894.32,2023-09-02,Salary,2023-08-31
0e96a2f7-cc74-46a2-86e3-26e80249e395,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-09-01,2023-09-30,7925.11,2030.79,5894.32,2023-10-02,Salary,2023-09-30
16727c8c-21aa-42d4-aa46-6d462a313e13,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-10-01,2023-10-31,7925.11,2030.79,5894.32,2023-11-02,Salary,2023-10-31
77dd885b-75dd-49ed-8bc1-c2e5e9ccd5a0,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-11-01,2023-11-30,7925.11,2030.79,5894.32,2023-12-02,Salary,2023-11-30
cbf184f1-b137-4773-b72d-8e33b569e003,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-12-01,2023-12-31,7925.11,2030.79,5894.32,2024-01-02,Salary,2023-12-31
a49ace54-eaed-480c-a8c2-5faff8681ab2,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2023-12-01,2023-12-31,1981.28,733.07,1248.21,2023-12-31,Bonus,2023-12-31
cadb27c4-2276-4df1-b534-33248268375d,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-01-01,2024-01-31,8070.58,2477.51,5593.07,2024-02-02,Salary,2024-01-31
8b7d7872-acc2-4a9b-bea7-be0e976cd676,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-02-01,2024-02-29,8070.58,2477.51,5593.07,2024-03-02,Salary,2024-02-29
23ebefce-91dd-450d-a281-2e194538eb34,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-03-01,2024-03-31,8070.58,2477.51,5593.07,2024-04-02,Salary,2024-03-31
ebc970e8-2950-49c3-85c5-f958acc8f829,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-04-01,2024-04-30,8070.58,2477.51,5593.07,2024-05-02,Salary,2024-04-30
ff7d71ac-5307-4f59-8752-2f4793e43605,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-05-01,2024-05-31,8070.58,2477.51,5593.07,2024-06-02,Salary,2024-05-31
783417c5-666f-4dd7-9fa1-42cba595b096,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-06-01,2024-06-30,8070.58,2477.51,5593.07,2024-07-02,Salary,2024-06-30
da5eb10c-dac9-4918-bd00-6aec07df42f6,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-07-01,2024-07-31,8070.58,2477.51,5593.07,2024-08-02,Salary,2024-07-31
feed484e-c8d0-4bbf-864b-5000e0451f4f,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-08-01,2024-08-31,8070.58,2477.51,5593.07,2024-09-02,Salary,2024-08-31
4608d921-6e0d-4bcc-8e0b-24807080e1b1,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-09-01,2024-09-30,8070.58,2477.51,5593.07,2024-10-02,Salary,2024-09-30
1d2154a4-52f6-4ebb-a9e8-c7309500ddef,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-10-01,2024-10-31,8070.58,2477.51,5593.07,2024-11-02,Salary,2024-10-31
b2f03b7d-4d94-4c3f-80f6-9c4a104321a0,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-11-01,2024-11-30,8070.58,2477.51,5593.07,2024-12-02,Salary,2024-11-30
d0b70006-6c15-4165-bdc7-899953220abc,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-12-01,2024-12-31,8070.58,2477.51,5593.07,2025-01-02,Salary,2024-12-31
4f4625b4-3ebd-49d8-901a-c5b9398c5887,11581bee-1622-4b90-8318-76d653410679,Engineering,COGS,5300,2024-12-01,2024-12-31,2017.64,746.53,1271.11,2024-12-31,Bonus,2024-12-31
f636cd9e-c26d-4611-994b-76e4e3f1db0f,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-01-01,2021-01-31,7200.0,1879.66,5320.34,2021-02-02,Salary,2021-01-31
284bfc67-cbce-4041-8f23-7faaf47f3c4e,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-02-01,2021-02-28,7200.0,1879.66,5320.34,2021-03-02,Salary,2021-02-28
f5f14a86-7881-4717-9b6d-c5ddf2345828,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-03-01,2021-03-31,7200.0,1879.66,5320.34,2021-04-02,Salary,2021-03-31
073a1b88-08ab-4b6f-b2b5-6196c2e06efa,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-04-01,2021-04-30,7200.0,1879.66,5320.34,2021-05-02,Salary,2021-04-30
47f1c3e6-f39d-4a71-9354-2e827efcf08a,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-05-01,2021-05-31,7200.0,1879.66,5320.34,2021-06-02,Salary,2021-05-31
b2f6dc86-3bd4-4196-946a-def5b71fbe60,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-06-01,2021-06-30,7200.0,1879.66,5320.34,2021-07-02,Salary,2021-06-30
b852e704-55fd-4f82-bb40-21c6cd02c9b5,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-07-01,2021-07-31,7200.0,1879.66,5320.34,2021-08-02,Salary,2021-07-31
7fac1b3e-6278-4dd7-9afe-c9a4e17cd033,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-08-01,2021-08-31,7200.0,1879.66,5320.34,2021-09-02,Salary,2021-08-31
20988341-1d4c-46bc-9df0-179c162f782a,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-09-01,2021-09-30,7200.0,1879.66,5320.34,2021-10-02,Salary,2021-09-30
995b5d94-df05-41a6-8005-78b52586811a,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-10-01,2021-10-31,7200.0,1879.66,5320.34,2021-11-02,Salary,2021-10-31
4a116e07-f141-4409-b48b-3621813cb0f6,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-11-01,2021-11-30,7200.0,1879.66,5320.34,2021-12-02,Salary,2021-11-30
610d595e-e6cc-4a47-9c4c-4041c4d365ed,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-12-01,2021-12-31,7200.0,1879.66,5320.34,2022-01-02,Salary,2021-12-31
cf075e8b-7b6b-4f6e-80b3-302426b228be,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2021-12-01,2021-12-31,1800.0,666.0,1134.0,2021-12-31,Bonus,2021-12-31
cd40ee94-e1a5-4ece-bf58-926278b4246f,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-01-01,2022-01-31,7421.22,2025.71,5395.51,2022-02-02,Salary,2022-01-31
82b06f4d-f322-4c69-93b1-efa33392b5f5,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-02-01,2022-02-28,7421.22,2025.71,5395.51,2022-03-02,Salary,2022-02-28
81c8546b-c98f-46e2-aeb5-8817afb65c07,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-03-01,2022-03-31,7421.22,2025.71,5395.51,2022-04-02,Salary,2022-03-31
4a883364-4f65-498c-8712-5f0c0fd4b264,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-04-01,2022-04-30,7421.22,2025.71,5395.51,2022-05-02,Salary,2022-04-30
0b9925be-0718-4ff0-9bdf-abcc7a207b27,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-05-01,2022-05-31,7421.22,2025.71,5395.51,2022-06-02,Salary,2022-05-31
5f81536e-14ba-444a-921a-c5b38de41b44,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-06-01,2022-06-30,7421.22,2025.71,5395.51,2022-07-02,Salary,2022-06-30
fdd6262c-2ab3-4416-a735-34e781f12b4b,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-07-01,2022-07-31,7421.22,2025.71,5395.51,2022-08-02,Salary,2022-07-31
b9bdf5bd-e0db-4152-b758-15d3b640c114,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-08-01,2022-08-31,7421.22,2025.71,5395.51,2022-09-02,Salary,2022-08-31
2c39e898-9349-47db-a606-a926ccc590fd,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-09-01,2022-09-30,7421.22,2025.71,5395.51,2022-10-02,Salary,2022-09-30
2e736dd1-afb8-4084-a04a-58e0b7dc2de0,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-10-01,2022-10-31,7421.22,2025.71,5395.51,2022-11-02,Salary,2022-10-31
a396c3bf-cc03-44eb-afd1-0be8192631da,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-11-01,2022-11-30,7421.22,2025.71,5395.51,2022-12-02,Salary,2022-11-30
1fecfe48-5595-42d1-96a9-365737746bd0,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-12-01,2022-12-31,7421.22,2025.71,5395.51,2023-01-02,Salary,2022-12-31
624dee1e-f776-4ef4-b3b4-f0483e8a6bd7,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2022-12-01,2022-12-31,1855.31,686.46,1168.85,2022-12-31,Bonus,2022-12-31
8136876c-5191-4d87-b1eb-fe8ac58b39ba,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-01-01,2023-01-31,7809.54,2052.51,5757.03,2023-02-02,Salary,2023-01-31
29c88838-a156-43da-8d08-2b26a0dd8c58,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-02-01,2023-02-28,7809.54,2052.51,5757.03,2023-03-02,Salary,2023-02-28
474bae73-34a1-4a70-99a8-76d7e06b3bb1,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-03-01,2023-03-31,7809.54,2052.51,5757.03,2023-04-02,Salary,2023-03-31
518458bf-cbc3-4ab6-8087-bc4128ed31fe,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-04-01,2023-04-30,7809.54,2052.51,5757.03,2023-05-02,Salary,2023-04-30
4d29e2f2-5db0-42c0-9901-dcfa57817f0a,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-05-01,2023-05-31,7809.54,2052.51,5757.03,2023-06-02,Salary,2023-05-31
5ee5aa07-bbe7-4a18-a69e-96cf44dd6c58,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-06-01,2023-06-30,7809.54,2052.51,5757.03,2023-07-02,Salary,2023-06-30
b65117cd-0ea5-4b35-bdad-f6cb835e4127,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-07-01,2023-07-31,7809.54,2052.51,5757.03,2023-08-02,Salary,2023-07-31
a9f130f2-e4cf-468f-92c2-7ffc10e62b16,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-08-01,2023-08-31,7809.54,2052.51,5757.03,2023-09-02,Salary,2023-08-31
80ee6952-05e0-44f2-b3b2-294e5e9dc943,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-09-01,2023-09-30,7809.54,2052.51,5757.03,2023-10-02,Salary,2023-09-30
7344d7ac-1fad-4df6-aeed-ecab6b6098f2,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-10-01,2023-10-31,7809.54,2052.51,5757.03,2023-11-02,Salary,2023-10-31
61c06f5a-7a74-4cf8-bc03-5c1eaaf74574,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-11-01,2023-11-30,7809.54,2052.51,5757.03,2023-12-02,Salary,2023-11-30
64fee03f-0b9e-4023-bbd6-6560b980cc9d,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-12-01,2023-12-31,7809.54,2052.51,5757.03,2024-01-02,Salary,2023-12-31
81a80401-26eb-42c4-979d-fc46874ec793,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2023-12-01,2023-12-31,1952.38,722.38,1230.0,2023-12-31,Bonus,2023-12-31
69ea4ff9-0a88-4846-a8c1-105a0df1d982,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-01-01,2024-01-31,8069.12,2079.46,5989.66,2024-02-02,Salary,2024-01-31
7ef2bf5d-511e-4401-a05e-f39545a0d972,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-02-01,2024-02-29,8069.12,2079.46,5989.66,2024-03-02,Salary,2024-02-29
633c3dee-2798-48a3-afb9-556f1b1af0b8,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-03-01,2024-03-31,8069.12,2079.46,5989.66,2024-04-02,Salary,2024-03-31
360b6074-bb84-4f99-a179-e96684ea7f0f,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-04-01,2024-04-30,8069.12,2079.46,5989.66,2024-05-02,Salary,2024-04-30
501f59c5-72e8-478a-b611-fc1c36663993,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-05-01,2024-05-31,8069.12,2079.46,5989.66,2024-06-02,Salary,2024-05-31
6c27ad10-cb1a-40d0-9193-f019aca48ef6,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-06-01,2024-06-30,8069.12,2079.46,5989.66,2024-07-02,Salary,2024-06-30
fe991ce6-553a-44c3-adab-394c47646da3,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-07-01,2024-07-31,8069.12,2079.46,5989.66,2024-08-02,Salary,2024-07-31
bbca42af-7485-4f04-abe6-a10b5d5dd0f2,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-08-01,2024-08-31,8069.12,2079.46,5989.66,2024-09-02,Salary,2024-08-31
3cb55b38-def9-45b7-b9a2-1928bac671d5,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-09-01,2024-09-30,8069.12,2079.46,5989.66,2024-10-02,Salary,2024-09-30
1305cb2f-5041-4042-a476-6f134c7d2a8d,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-10-01,2024-10-31,8069.12,2079.46,5989.66,2024-11-02,Salary,2024-10-31
194c3e34-c77c-4cf4-8735-facee1173686,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-11-01,2024-11-30,8069.12,2079.46,5989.66,2024-12-02,Salary,2024-11-30
e75b45e5-ccf5-444d-90e2-30c6136ade8b,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-12-01,2024-12-31,8069.12,2079.46,5989.66,2025-01-02,Salary,2024-12-31
06564377-e169-425f-b2a3-0f2b6ee4a633,173afd31-af8c-4bf4-8b0b-9219fad7f213,Engineering,COGS,5300,2024-12-01,2024-12-31,2017.28,746.39,1270.89,2024-12-31,Bonus,2024-12-31
7874249b-4588-4698-b7a8-8e4d5096b586,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-01-01,2021-01-31,10083.33,3073.32,7010.01,2021-02-02,Salary,2021-01-31
3bb3380a-95b8-40ad-b112-4f79a0542a9d,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-02-01,2021-02-28,10083.33,3073.32,7010.01,2021-03-02,Salary,2021-02-28
32a754c9-9969-464d-985c-5736818da8f6,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-03-01,2021-03-31,10083.33,3073.32,7010.01,2021-04-02,Salary,2021-03-31
14e760d8-be7e-437e-9b36-b691f88d68b8,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-04-01,2021-04-30,10083.33,3073.32,7010.01,2021-05-02,Salary,2021-04-30
006eb44e-79e1-4167-9afe-314bb7d0a7d9,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-05-01,2021-05-31,10083.33,3073.32,7010.01,2021-06-02,Salary,2021-05-31
bf7f3359-ef6a-44e1-98f3-1a2f54dfe66d,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-06-01,2021-06-30,10083.33,3073.32,7010.01,2021-07-02,Salary,2021-06-30
9ac0bf6b-41e6-4bd1-a11a-07ae7cfa90f6,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-07-01,2021-07-31,10083.33,3073.32,7010.01,2021-08-02,Salary,2021-07-31
3c7b547e-1369-4d2c-9fea-5b11094ca13c,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-08-01,2021-08-31,10083.33,3073.32,7010.01,2021-09-02,Salary,2021-08-31
f6b85b2c-916e-48b9-a1e0-f33bc716a84a,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-09-01,2021-09-30,10083.33,3073.32,7010.01,2021-10-02,Salary,2021-09-30
b88fad77-6d36-4032-b77f-1cab7d4360eb,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-10-01,2021-10-31,10083.33,3073.32,7010.01,2021-11-02,Salary,2021-10-31
912782fa-2cf8-439a-bf8b-5ea18df04920,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-11-01,2021-11-30,10083.33,3073.32,7010.01,2021-12-02,Salary,2021-11-30
0f672a41-fbc4-48f5-a13a-f6206c6a8397,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-12-01,2021-12-31,10083.33,3073.32,7010.01,2022-01-02,Salary,2021-12-31
40d9a4d8-6945-4e33-818d-47bb3b19a74b,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2021-12-01,2021-12-31,2520.83,932.71,1588.12,2021-12-31,Bonus,2021-12-31
ad2f344c-89cf-41e4-8bb0-a6ab21103ab6,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-01-01,2022-01-31,10540.06,2435.28,8104.78,2022-02-02,Salary,2022-01-31
b309b916-8d3a-4c17-bec0-21e898c20b99,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-02-01,2022-02-28,10540.06,2435.28,8104.78,2022-03-02,Salary,2022-02-28
e1cccd14-e297-4602-8d88-68e002855440,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-03-01,2022-03-31,10540.06,2435.28,8104.78,2022-04-02,Salary,2022-03-31
019192d8-b09e-4c6e-ace4-bd7a5e5b1c70,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-04-01,2022-04-30,10540.06,2435.28,8104.78,2022-05-02,Salary,2022-04-30
1da99e37-bf90-460d-8215-25965950a8bb,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-05-01,2022-05-31,10540.06,2435.28,8104.78,2022-06-02,Salary,2022-05-31
bf7e9706-8ebd-485c-aff7-e36707091ebd,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-06-01,2022-06-30,10540.06,2435.28,8104.78,2022-07-02,Salary,2022-06-30
aecd4295-3124-4ad0-8681-4f6bf7e2b2d6,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-07-01,2022-07-31,10540.06,2435.28,8104.78,2022-08-02,Salary,2022-07-31
8dc0d7e3-25e6-4747-831f-50180704620d,82d71f43-697e-4163-af55-a610ec7825ec,Engineering,COGS,5300,2022-08-01,2022-08-31,10540.06,2435.28,8104.78,2022-09-02,Salary,2022-08-31
